Id,City,UseYear,RoadWide,RegisterReason,MaterialCode,BuildTotalLevel,BuildLevel,PurposeCode,buildRate,UsedState,JcicBuildMaterialCode,JcicBuildPurposeCode,OtherBuildPurpose,StallPrice,StallNum,StallAreaSize,TotalAreaSize,RegisterPurpose1,RegisterPurpose2,RegisterPurpose3,RegisterPurpose4,RegisterPurpose5,RegisterPurpose6,landSize,IdenPrice
460,5,19,6,02,04,7,2,35,20.000000,01,E,A,3,1100000.000,1,6.40,33.66,7.350000,0.790000,2.050000,1.340000,0.000000,0.000000,6.84,11781000.000
461,5,28,11,01,04,5,3,35,1.000000,09,C,A,3,0.000,0,0.00,42.41,12.130000,0.520000,0.190000,0.000000,0.000000,0.000000,12.56,10602500.000
462,0,23,20,02,04,26,23,35,22.000000,01,E,A,3,0.000,0,0.00,41.12,8.140000,1.520000,2.780000,0.000000,0.000000,0.000000,2.36,5756800.000
463,5,34,6,02,04,5,1,30,0.000000,01,E,D,4,0.000,0,0.00,22.56,5.870000,0.950000,0.000000,0.000000,0.000000,0.000000,6.72,8572800.000
464,5,46,15,02,08,4,2,35,0.000000,01,D,A,4,0.000,0,0.00,21.44,6.480000,0.000000,0.000000,0.000000,0.000000,0.000000,6.73,7718400.000
465,6,35,8,06,04,5,1,35,13.000000,01,E,A,4,0.000,0,0.00,21.89,5.330000,0.390000,0.890000,0.000000,0.000000,0.000000,5.75,10288300.000
466,5,24,10,02,04,7,4,35,11.000000,01,E,A,3,1500000.000,1,10.00,36.00,8.650000,0.990000,1.250000,3.020000,0.000000,0.000000,6.35,10800000.000
467,5,19,26,02,11,26,20,35,25.000000,01,I,A,3,1800000.000,1,13.19,41.47,8.570000,0.900000,3.080000,3.990000,0.000000,0.000000,3.09,14514500.000
468,5,9,8,02,04,15,1,35,29.000000,09,C,A,3,900000.000,1,9.53,46.68,7.270000,2.710000,4.130000,2.880000,0.000000,0.000000,8.27,9802800.000
469,5,22,26,02,04,12,9,35,20.000000,01,E,A,3,0.000,0,0.00,32.34,6.330000,1.450000,2.000000,0.000000,0.000000,0.000000,3.82,10348800.000
470,4,18,12,02,04,4,1,10,6.000000,01,E,Z,3,1100000.000,1,11.47,87.02,21.910000,2.800000,1.620000,3.470000,0.000000,0.000000,50.11,22625200.000
471,3,24,8,02,04,6,2,35,1.000000,05,E,A,3,0.000,0,0.00,32.37,8.300000,1.350000,0.140000,1.360000,0.000000,0.020000,5.06,5179200.000
472,5,23,10,02,04,10,1,33,13.000000,70,E,C,3,0.000,0,0.00,45.26,11.140000,0.750000,1.800000,0.000000,0.000000,0.000000,6.47,15533232.000
473,0,25,6,02,04,4,1,30,0.000000,01,E,D,4,0.000,0,0.00,64.66,17.920000,1.640000,0.000000,0.000000,0.000000,0.000000,55.77,8793760.000
474,6,33,30,02,04,12,6,35,13.000000,01,E,A,3,0.000,0,0.00,49.76,11.130000,2.030000,1.990000,0.000000,0.000000,0.000000,8.71,16420800.000
475,6,33,6,02,04,5,2,35,5.000000,04,E,A,3,0.000,0,0.00,29.03,12.980000,1.500000,0.710000,0.000000,0.000000,0.000000,15.59,9870200.000
476,6,40,6,06,04,4,4,35,5.000000,04,E,A,3,0.000,0,0.00,21.20,12.980000,1.500000,0.710000,0.000000,0.000000,0.000000,15.59,6996000.000
477,5,16,8,02,04,5,2,35,19.000000,01,E,A,3,0.000,0,0.00,33.62,7.250000,0.990000,1.930000,0.000000,0.000000,0.000000,12.68,11094600.000
478,6,33,11,02,04,12,11,35,18.000000,09,C,A,3,0.000,0,0.00,41.16,8.090000,2.090000,2.260000,0.000000,0.000000,0.000000,4.06,24284400.000
479,0,39,8,02,04,8,3,35,0.000000,70,E,A,4,0.000,0,0.00,32.11,9.710000,0.000000,0.000000,0.000000,0.000000,0.000000,7.56,5779800.000
480,3,28,8,02,04,7,3,35,11.000000,01,E,A,3,1500000.000,1,9.98,43.71,10.180000,1.580000,1.460000,3.020000,0.000000,0.000000,9.43,7518120.000
481,3,7,60,02,04,35,21,35,34.000000,01,E,A,4,2400000.000,2,10.10,87.51,15.060000,2.360000,9.060000,3.060000,0.000000,0.000000,5.32,22752600.000
482,3,20,16,02,04,12,5,35,32.000000,01,E,A,3,600000.000,1,3.91,40.40,7.640000,0.650000,3.930000,1.180000,0.000000,0.000000,6.14,6464000.000
483,5,21,9,02,04,23,12,35,15.000000,01,E,A,3,1000000.000,1,12.64,44.99,10.490000,1.140000,1.980000,3.820000,0.000000,0.000000,8.32,7423350.000
484,5,29,12,02,04,3,2,35,0.000000,01,E,A,3,0.000,0,0.00,42.46,11.260000,1.590000,0.000000,0.000000,0.000000,0.000000,15.57,6156700.000
485,4,25,8,01,04,4,1,35,11.000000,04,E,A,4,0.000,0,0.00,75.53,20.450000,0.000000,2.400000,0.000000,0.000000,0.000000,47.74,11329500.000
486,5,29,5,01,04,5,1,34,2.000000,01,E,B,4,1300000.000,1,8.01,33.88,8.930000,1.120000,0.200000,2.420000,0.000000,0.000000,9.84,11011000.000
487,1,28,15,01,04,6,1,10,0.000000,04,E,Z,3,0.000,0,0.00,654.45,188.380000,9.590000,0.000000,0.000000,0.000000,0.000000,127.66,26178000.000
488,0,31,12,02,04,5,1,30,8.000000,01,E,D,4,0.000,0,0.00,35.04,8.770000,0.960000,0.870000,0.000000,0.000000,0.000000,9.13,5431200.000
489,5,31,5,01,04,5,2,35,0.000000,01,E,A,4,0.000,0,0.00,31.28,8.450000,1.010000,0.000000,0.000000,0.000000,0.000000,9.08,11260800.000
490,5,28,3,02,04,5,5,35,0.000000,09,C,A,3,0.000,0,0.00,32.97,9.070000,0.900000,0.000000,0.000000,0.000000,0.000000,7.14,6264300.000
491,5,18,14,01,04,3,1,35,11.000000,01,E,A,3,0.000,0,0.00,55.35,13.410000,1.580000,1.760000,0.000000,0.000000,0.000000,34.64,10516500.000
492,0,23,5,02,04,5,2,35,4.000000,01,E,A,3,1300000.000,2,15.81,42.25,11.070000,1.230000,0.560000,4.780000,0.000000,0.000000,17.48,6337500.000
493,5,31,4,06,04,5,5,35,0.000000,01,E,A,3,0.000,0,0.00,32.22,8.660000,1.080000,0.000000,0.000000,0.000000,0.000000,9.29,9666000.000
494,6,36,12,04,04,12,8,35,23.000000,01,E,A,3,0.000,0,0.00,28.50,5.730000,0.880000,2.010000,0.000000,0.000000,0.000000,2.24,19665000.000
495,5,6,10,02,04,15,1,10,29.000000,09,C,A,3,2400000.000,2,21.44,40.80,7.710000,1.060000,3.570000,6.480000,0.000000,0.000000,7.55,13326600.000
496,6,35,8,02,04,5,2,35,9.000000,01,E,A,3,0.000,0,0.00,35.40,7.840000,1.950000,0.920000,0.000000,0.000000,0.000000,9.26,14868000.000
497,5,38,4,02,04,4,1,35,0.000000,01,E,A,4,0.000,0,0.00,27.69,7.190000,1.190000,0.000000,0.000000,0.000000,0.000000,9.00,6645600.000
498,5,22,8,02,04,14,7,35,20.000000,01,E,A,4,900000.000,1,7.37,33.13,7.030000,0.930000,2.050000,2.230000,0.000000,0.000000,4.93,5300800.000
499,5,36,6,06,04,5,1,35,0.000000,01,E,A,4,0.000,0,0.00,21.80,5.590000,1.000000,0.000000,0.000000,0.000000,0.000000,6.14,8720000.000
500,5,10,10,02,04,15,13,10,24.000000,01,E,Z,3,1300000.000,1,12.52,35.44,7.140000,0.970000,2.610000,3.790000,0.000000,0.000000,6.23,9214400.000
501,5,40,7,02,04,4,2,35,0.000000,04,E,A,4,0.000,0,0.00,26.81,8.110000,0.000000,0.000000,0.000000,0.000000,0.000000,9.44,7908950.000
502,5,41,5,02,08,4,4,35,0.000000,04,D,A,4,0.000,0,0.00,35.60,10.770000,0.000000,0.000000,0.000000,0.000000,0.000000,11.92,9612000.000
503,4,0,12,02,04,13,8,10,32.000000,01,E,Z,3,1200000.000,1,7.19,37.69,6.820000,0.930000,3.650000,2.170000,0.000000,0.000000,8.97,6030400.000
504,0,5,6,02,04,5,1,35,0.000000,01,E,A,3,0.000,0,0.00,93.28,28.630000,2.860000,0.000000,0.000000,0.000000,0.000000,27.07,6996000.000
505,5,3,10,02,04,23,20,35,33.000000,01,E,A,3,2300000.000,1,5.16,31.84,5.660000,0.840000,3.130000,1.560000,0.000000,0.000000,2.45,14646400.000
506,3,24,15,02,04,14,9,35,16.000000,01,E,A,3,0.000,0,0.00,38.70,8.920000,0.860000,1.920000,0.000000,0.000000,0.000000,2.98,6192000.000
507,5,42,12,06,04,4,1,35,0.000000,04,E,A,4,0.000,0,0.00,20.92,6.330000,0.000000,0.000000,0.000000,0.000000,0.000000,6.91,16736000.000
508,4,18,10,02,04,5,1,10,2.000000,01,E,A,4,0.000,0,0.00,70.83,20.200000,1.070000,0.380000,0.000000,0.000000,0.010000,20.31,12749400.000
509,0,12,12,02,04,15,14,35,31.000000,01,E,A,3,600000.000,1,2.12,39.73,7.810000,0.470000,3.740000,0.640000,0.000000,0.000000,4.39,7151400.000
510,5,11,33,02,04,19,15,35,29.000000,01,E,A,3,2200000.000,1,13.26,47.30,7.430000,2.750000,4.120000,4.010000,0.000000,0.000000,3.61,21758000.000
511,0,11,12,02,04,15,9,35,30.000000,04,E,A,4,0.000,0,0.00,36.18,6.760000,0.860000,3.320000,0.000000,0.000000,0.000000,3.14,5788800.000
512,6,36,15,02,04,5,1,10,0.000000,04,E,Z,4,0.000,0,0.00,30.86,8.870000,0.460000,0.000000,0.000000,0.000000,0.000000,8.32,16201500.000
513,6,48,8,04,08,4,3,35,0.000000,01,D,A,4,0.000,0,0.00,25.87,7.830000,0.000000,0.000000,0.000000,0.000000,0.000000,9.68,16298100.000
514,6,27,8,06,04,7,3,10,30.000000,01,E,Z,4,0.000,0,0.00,44.36,8.310000,1.050000,4.070000,0.000000,0.000000,0.000000,10.75,26616000.000
515,5,44,6,02,04,4,1,35,0.000000,01,E,A,3,0.000,0,0.00,36.01,9.420000,1.470000,0.000000,0.000000,0.000000,0.000000,13.69,19085300.000
516,6,34,10,01,04,5,2,35,8.000000,09,C,A,4,0.000,0,0.00,28.37,6.990000,0.870000,0.720000,0.000000,0.000000,0.000000,8.06,11064300.000
517,5,22,10,02,04,17,7,35,20.000000,01,E,A,3,800000.000,1,9.83,36.61,7.670000,1.220000,2.190000,2.970000,0.000000,0.000000,16.99,6223700.000
518,3,28,8,02,04,6,1,34,13.000000,04,E,B,4,0.000,0,0.00,38.71,10.160000,0.000000,1.550000,0.000000,0.000000,0.000000,7.47,5419400.000
519,6,42,8,02,04,4,2,35,0.000000,01,E,A,4,0.000,0,0.00,27.30,8.260000,0.000000,0.000000,0.000000,0.000000,0.000000,9.91,14196000.000
520,6,42,8,06,04,4,4,35,0.000000,01,E,A,4,0.000,0,0.00,31.38,9.490000,0.000000,0.000000,0.000000,0.000000,0.000000,27.12,11296800.000
521,4,14,12,02,04,14,5,35,25.000000,01,E,A,3,0.000,0,0.00,34.88,6.850000,1.070000,2.640000,4.210000,0.000000,0.000000,3.92,8371200.000
522,6,26,8,02,04,5,5,35,10.000000,01,E,A,3,0.000,0,0.00,37.68,9.750000,3.310000,1.440000,0.020000,0.000000,0.000000,10.32,16579200.000
523,4,4,8,02,04,11,3,10,30.000000,01,E,A,4,1200000.000,1,8.36,39.36,7.440000,0.880000,3.590000,2.530000,0.000000,0.000000,8.45,6297600.000
524,5,43,14,02,08,4,4,35,0.000000,04,D,A,4,0.000,0,0.00,24.35,7.370000,0.000000,0.000000,0.000000,0.000000,0.000000,7.20,7305000.000
525,6,35,15,01,04,7,5,35,4.000000,01,E,A,3,0.000,0,0.00,44.95,11.810000,1.270000,0.510000,0.000000,0.000000,0.000000,8.83,24722500.000
526,3,15,8,02,04,3,1,35,15.000000,01,E,A,3,0.000,0,0.00,81.89,19.190000,1.770000,3.810000,0.000000,0.000000,0.000000,30.59,16869340.000
527,5,32,6,02,04,5,3,35,8.000000,01,E,A,4,0.000,0,0.00,34.22,8.560000,1.010000,0.780000,0.000000,0.000000,0.000000,8.61,9581600.000
528,5,28,12,02,04,5,3,35,17.000000,01,E,A,3,0.000,0,0.00,36.03,8.290000,0.800000,1.810000,0.000000,0.000000,0.000000,9.63,9728100.000
529,6,41,8,06,04,7,5,35,0.000000,01,E,A,4,0.000,0,0.00,43.87,13.270000,0.000000,0.000000,0.000000,0.000000,0.000000,9.13,33779900.000
530,5,25,6,02,04,5,5,35,2.000000,01,E,A,3,0.000,0,0.00,48.09,12.730000,1.590000,0.230000,0.000000,0.000000,0.000000,9.98,11541600.000
531,5,6,20,02,04,14,10,10,32.000000,01,E,Z,4,1200000.000,1,8.02,59.18,10.130000,2.100000,5.670000,2.430000,0.000000,0.000000,15.27,12131900.000
532,4,22,12,02,04,13,8,35,26.000000,01,E,A,3,0.000,0,0.00,39.36,7.770000,0.980000,3.150000,0.000000,0.000000,0.000000,4.38,5116800.000
533,5,23,8,02,04,7,1,35,9.000000,01,E,A,4,0.000,0,0.00,20.74,5.320000,0.380000,0.570000,0.000000,0.000000,0.000000,4.41,6014600.000
534,4,12,12,02,04,13,11,35,25.000000,01,E,A,4,0.000,0,0.00,33.76,7.160000,0.500000,2.550000,646.910000,0.000000,0.000000,6.19,6414400.000
535,6,44,12,02,04,4,4,35,0.000000,01,E,A,3,0.000,0,0.00,37.76,11.420000,0.000000,0.000000,0.000000,0.000000,0.000000,15.52,18880000.000
536,6,28,28,02,04,12,9,10,20.000000,04,E,Z,4,0.000,0,0.00,17.54,3.680000,0.560000,1.070000,0.000000,0.000000,0.000000,1.20,15961400.000
537,1,5,7,02,04,7,2,35,29.000000,01,E,A,3,800000.000,1,6.80,34.38,6.740000,0.690000,2.980000,2.060000,0.000000,0.000000,11.39,5672700.000
538,5,23,6,02,04,12,9,35,24.000000,01,E,A,3,0.000,0,0.00,26.85,5.520000,0.690000,1.910000,0.000000,0.000000,0.000000,5.06,7786500.000
539,4,26,20,02,04,7,1,30,8.000000,04,E,D,4,0.000,0,0.00,69.89,37.890000,0.760000,3.190000,0.000000,0.000000,0.000000,29.58,7338450.000
540,4,26,20,01,04,7,1,30,8.000000,04,E,D,3,0.000,0,0.00,68.44,37.890000,0.760000,3.190000,0.000000,0.000000,0.000000,29.58,7186200.000
541,5,37,5,02,04,5,4,35,0.000000,01,E,A,4,0.000,0,0.00,29.78,9.010000,0.000000,0.000000,0.000000,0.000000,0.000000,12.86,5658200.000
542,6,27,8,01,04,7,5,35,16.000000,01,E,A,3,0.000,0,0.00,37.64,10.840000,1.130000,2.270000,0.000000,0.000000,0.000000,5.91,25595200.000
543,5,37,6,04,04,5,3,35,0.000000,01,E,A,3,0.000,0,0.00,27.70,7.880000,0.500000,0.000000,0.000000,0.000000,0.000000,9.27,6509500.000
544,5,0,13,06,04,12,3,10,33.000000,04,E,Z,4,0.000,0,0.00,27.15,4.330000,1.210000,2.670000,0.000000,0.000000,0.000000,3.41,13303500.000
545,4,5,12,02,04,18,3,35,31.000000,01,E,A,3,2000000.000,2,16.83,48.97,9.350000,0.860000,4.600000,5.090000,0.000000,0.000000,7.42,8814600.000
546,6,24,6,02,04,8,3,35,7.000000,01,E,A,4,1800000.000,1,10.51,45.35,11.400000,1.390000,0.930000,3.180000,0.000000,0.000000,16.59,18593500.000
547,5,42,7,02,08,4,4,35,0.000000,01,D,A,4,0.000,0,0.00,28.00,8.470000,0.000000,0.000000,0.000000,0.000000,0.000000,10.44,7140000.000
548,5,31,6,02,04,5,1,35,0.000000,01,E,A,4,0.000,0,0.00,58.55,8.430000,9.280000,0.000000,0.000000,0.000000,0.000000,9.80,16552085.000
549,5,16,7,02,04,4,1,10,3.000000,01,E,Z,3,0.000,1,0.00,69.69,18.700000,1.720000,0.660000,0.000000,0.000000,0.000000,66.28,12892650.000
550,4,23,8,02,04,7,4,35,21.000000,01,E,A,3,0.000,0,0.00,38.51,8.340000,0.900000,2.410000,0.000000,0.000000,0.000000,7.01,5391400.000
551,6,37,6,02,04,5,5,35,0.000000,01,E,A,3,0.000,0,0.00,22.22,6.270000,0.450000,0.000000,0.000000,0.000000,0.000000,6.40,17331600.000
552,5,40,6,02,08,4,1,35,0.000000,04,D,A,4,0.000,0,0.00,19.47,5.890000,0.000000,0.000000,0.000000,0.000000,0.000000,5.29,7593300.000
553,6,18,16.36,02,04,10,6,34,23.000000,01,E,B,4,1500000.000,1,6.68,46.35,9.760000,1.010000,3.250000,2.020000,0.000000,0.000000,6.63,25029000.000
554,5,22,12,02,04,13,10,35,5.000000,01,E,A,3,1200000.000,1,10.39,28.46,7.120000,1.010000,0.470000,3.140000,0.000000,0.000000,5.40,7541900.000
555,5,23,10,06,04,16,7,35,7.000000,09,C,A,4,0.000,0,0.00,37.64,9.320000,1.210000,0.850000,0.270000,3.440000,0.000000,20.15,5646000.000
556,3,13,25,02,04,14,7,35,26.000000,01,E,A,3,900000.000,0,0.00,41.50,8.250000,1.030000,3.270000,2.420000,0.000000,0.000000,4.38,9130000.000
557,3,22,12,02,04,24,15,35,28.000000,01,E,A,3,0.000,0,0.00,38.98,8.510000,1.030000,3.650000,0.000000,0.000000,0.000000,4.14,5769040.000
558,6,37,50,02,04,5,2,35,0.000000,01,E,A,4,0.000,0,0.00,19.57,5.550000,0.370000,0.000000,0.000000,0.000000,0.000000,5.72,6164550.000
559,5,36,5,02,04,4,3,35,0.000000,09,C,A,3,0.000,0,0.00,26.12,6.800000,1.100000,0.000000,0.000000,0.000000,0.000000,7.59,7313600.000
560,6,36,27,02,04,5,3,35,0.000000,01,E,A,4,0.000,0,0.00,31.87,8.700000,0.940000,0.000000,0.000000,0.000000,0.000000,9.58,11791900.000
561,5,31,14,02,04,5,1,10,0.000000,04,E,Z,4,0.000,0,0.00,23.05,13.620000,0.420000,0.000000,0.000000,0.000000,0.000000,16.42,15381265.000
562,5,31,14,02,04,5,2,35,0.000000,04,E,A,3,0.000,0,0.00,23.32,13.620000,0.420000,0.000000,0.000000,0.000000,0.000000,16.42,6529600.000
563,5,36,6,02,04,5,2,35,0.000000,01,E,A,3,0.000,0,0.00,26.18,6.500000,1.420000,0.000000,0.000000,0.000000,0.000000,6.54,6545000.000
564,0,30,10,02,04,7,1,11,5.000000,09,E,Z,4,0.000,0,0.00,57.23,16.510000,0.000000,0.810000,0.000000,0.000000,0.000000,5.45,8298350.000
565,5,23,9,06,04,13,4,33,30.000000,02,E,C,3,0.000,1,0.00,82.24,16.600000,0.810000,7.460000,0.000000,0.000000,0.000000,12.45,14392000.000
566,5,12,50,02,04,12,9,35,31.000000,01,E,A,4,1600000.000,1,10.17,37.06,6.770000,0.950000,3.490000,3.080000,0.000000,0.000000,6.97,13712200.000
567,5,21,30,02,04,16,8,35,14.000000,09,E,A,3,0.000,0,0.00,35.35,8.090000,1.110000,1.520000,0.000000,0.000000,0.000000,4.41,13079500.000
568,3,33,12,02,04,12,2,35,12.000000,01,E,A,3,0.000,0,0.00,35.10,8.370000,0.980000,1.270000,0.000000,0.000000,0.000000,3.13,5616000.000
569,1,23,15,02,04,7,1,30,19.000000,01,E,D,3,0.000,0,0.00,51.76,11.940000,0.710000,3.010000,0.000000,0.000000,0.000000,7.49,6211200.000
570,4,23,20,02,04,5,3,35,9.000000,01,E,A,3,0.000,0,0.00,33.80,8.030000,1.310000,0.890000,0.000000,0.000000,0.000000,18.83,7774000.000
571,5,34,18,02,04,5,5,35,0.000000,01,E,A,3,0.000,0,0.00,25.68,7.270000,0.500000,0.000000,0.000000,0.000000,0.000000,5.96,7704000.000
572,3,28,20,02,04,12,5,35,12.000000,01,E,A,4,0.000,0,0.00,52.64,16.610000,1.200000,2.540000,0.000000,0.000000,0.000000,6.51,9738400.000
573,0,22,16,02,04,12,8,35,21.000000,09,E,A,4,1100000.000,1,7.00,46.68,9.890000,1.250000,2.970000,2.120000,0.000000,0.000000,4.20,6068400.000
574,6,35,36,01,04,5,2,35,0.000000,04,E,A,3,0.000,0,0.00,27.20,7.610000,0.610000,0.000000,0.000000,0.000000,0.000000,8.74,11696000.000
575,3,23,10,02,04,12,12,35,25.000000,01,E,A,3,0.000,0,0.00,37.67,7.370000,1.120000,2.900000,0.000000,0.000000,0.000000,3.29,5123120.000
576,5,14,8,02,04,13,9,35,27.000000,01,E,A,4,0.000,0,0.00,32.56,6.050000,1.120000,2.680000,0.000000,0.000000,0.000000,4.73,7977200.000
577,5,29,6,02,04,6,2,10,23.000000,01,E,Z,3,0.000,0,0.00,31.52,6.350000,0.990000,2.200000,0.000000,0.000000,0.000000,6.44,11032000.000
578,0,23,40,02,04,24,7,35,25.000000,01,E,A,4,600000.000,1,4.01,42.02,8.620000,0.980000,3.120000,1.210000,0.000000,0.000000,3.48,5462600.000
579,5,11,11,06,04,19,1,34,15.000000,04,E,B,3,1800000.000,1,14.46,52.08,12.930000,0.440000,2.380000,4.370000,0.000000,0.000000,4.97,29373120.000
580,5,28,6,02,04,5,5,35,0.000000,01,E,A,4,0.000,0,0.00,34.87,9.250000,1.300000,0.000000,0.000000,0.000000,0.000000,9.80,8368800.000
581,6,19,8,02,04,12,12,35,42.000000,04,C,A,4,0.000,0,0.00,49.66,7.510000,1.210000,6.300000,0.000000,0.000000,0.000000,12.22,38238200.000
582,5,8,5,02,04,8,1,10,35.000000,01,E,Z,3,1000000.000,1,8.19,66.04,20.040000,0.310000,10.770000,4.960000,0.000000,0.000000,23.99,17500600.000
583,5,8,5,02,04,8,1,10,35.000000,01,E,Z,4,1000000.000,1,8.19,36.85,20.040000,0.310000,10.770000,4.960000,0.000000,0.000000,23.99,10133750.000
584,6,36,22,02,04,12,6,34,19.000000,01,E,B,3,0.000,0,0.00,12.12,2.400000,0.550000,0.710000,0.000000,0.000000,0.000000,1.10,7878000.000
585,5,8,8,02,04,3,1,35,10.000000,02,E,A,4,1100000.000,1,7.99,77.90,19.360000,1.740000,2.470000,2.420000,0.000000,0.000000,44.56,14801000.000
586,3,23,15,02,04,9,4,35,32.000000,01,E,A,3,0.000,0,0.00,54.19,9.620000,1.510000,5.260000,0.000000,0.000000,0.000000,6.27,7586600.000
587,5,15,12,02,04,14,2,35,20.000000,01,E,A,3,1800000.000,1,0.00,53.18,9.970000,2.870000,3.250000,2.730000,0.000000,0.000000,6.23,22335600.000
588,3,24,12,02,04,14,13,24,26.000000,01,E,A,3,0.000,0,0.00,48.69,9.710000,1.230000,3.790000,0.000000,0.000000,0.000000,7.30,6816600.000
589,5,11,8,02,04,15,15,35,28.000000,04,E,A,3,0.000,0,0.00,25.27,5.070000,0.420000,2.150000,0.000000,0.000000,0.000000,3.65,9855300.000
590,4,27,8,02,04,7,1,35,13.000000,04,E,A,4,0.000,0,0.00,26.41,6.240000,0.710000,1.030000,0.000000,0.000000,1.720000,5.28,12676800.000
591,5,37,24,02,04,7,3,35,19.000000,01,E,A,3,0.000,0,0.00,37.58,8.650000,0.540000,2.180000,0.000000,0.000000,0.000000,6.60,10522400.000
592,6,36,12,02,04,12,9,35,23.000000,01,E,A,3,0.000,0,0.00,28.50,5.730000,0.880000,2.010000,0.000000,0.000000,0.000000,2.24,19665000.000
593,6,40,30,02,04,5,2,35,0.000000,01,E,A,3,0.000,0,0.00,25.80,6.560000,1.240000,0.000000,0.000000,0.000000,0.000000,7.61,13674000.000
594,5,24,16,02,04,14,11,35,21.000000,01,E,A,3,0.000,0,0.00,35.69,7.510000,0.970000,2.320000,0.000000,0.000000,0.000000,5.06,10350100.000
595,5,25,12,02,04,7,7,35,8.000000,01,E,A,4,0.000,0,0.00,28.06,7.200000,0.660000,0.640000,0.000000,0.000000,0.000000,5.13,7015000.000
596,6,32,5,02,04,5,2,35,8.000000,09,C,A,3,0.000,0,0.00,34.24,8.460000,1.040000,0.860000,0.000000,0.000000,0.000000,10.33,9244800.000
597,6,49,8,06,08,3,2,35,0.000000,01,D,A,4,0.000,0,0.00,23.10,6.990000,0.000000,0.000000,0.000000,0.000000,0.000000,13.51,10164000.000
598,6,21,6,02,04,5,3,24,17.000000,01,E,Z,4,0.000,0,0.00,33.72,7.330000,1.120000,1.750000,0.000000,0.000000,0.000000,13.83,14836800.000
599,4,14,8,02,04,14,7,35,29.000000,01,E,A,3,0.000,0,0.00,32.54,6.220000,0.790000,2.830000,0.000000,0.000000,0.000000,3.53,5206400.000
600,0,22,30,02,04,25,1,30,19.000000,04,E,D,3,0.000,0,0.00,56.39,12.740000,1.050000,3.260000,0.000000,0.000000,0.000000,4.46,10150200.000
601,4,4,30,02,04,17,5,35,32.000000,02,E,A,3,1100000.000,1,10.85,48.90,8.770000,1.250000,4.770000,3.280000,0.000000,0.000000,12.07,7335000.000
602,5,22,16,02,04,7,6,35,14.000000,01,E,A,3,750000.000,1,5.02,38.19,17.880000,1.900000,3.320000,3.040000,0.000000,0.000000,14.51,8592750.000
603,5,22,16,02,04,7,7,35,14.000000,01,E,A,3,750000.000,1,5.02,38.19,17.880000,1.900000,3.320000,3.040000,0.000000,0.000000,14.51,8592750.000
604,5,15,8,02,04,5,2,35,19.000000,01,E,A,4,0.000,0,0.00,33.62,7.250000,0.990000,1.930000,0.000000,0.000000,0.000000,12.68,10758400.000
605,5,45,4,02,08,3,1,35,0.000000,01,D,A,4,0.000,0,0.00,19.48,5.890000,0.000000,0.000000,0.000000,0.000000,0.000000,8.57,10032200.000
606,3,11,8,02,04,5,1,35,0.000000,01,E,A,3,0.000,0,0.00,85.97,24.540000,1.490000,0.000000,0.000000,0.000000,0.000000,28.69,17194000.000
607,5,37,5,02,08,2,1,35,0.000000,09,C,A,4,0.000,0,0.00,27.95,8.460000,0.000000,0.000000,0.000000,0.000000,0.000000,16.21,7546500.000
608,3,25,10,02,04,15,14,35,21.000000,04,E,A,3,0.000,0,0.00,33.14,7.590000,0.950000,2.250000,0.000000,0.000000,0.000000,3.94,5136700.000
609,4,5,30,02,04,13,11,10,30.000000,01,E,Z,3,1000000.000,1,10.06,43.25,8.240000,0.960000,3.880000,3.040000,0.000000,0.000000,9.03,7785000.000
610,5,39,5,02,04,4,2,35,0.000000,09,C,A,4,0.000,0,0.00,26.05,7.880000,0.000000,0.000000,0.000000,0.000000,0.000000,10.33,6773000.000
611,4,12,6,02,04,5,1,10,6.000000,01,E,Z,3,0.000,0,0.00,68.40,17.910000,1.640000,1.140000,0.000000,0.000000,0.000000,27.81,7524000.000
612,3,27,30,02,04,14,10,34,32.000000,04,E,B,3,600000.000,0,0.00,63.98,13.170000,0.000000,6.180000,1.810000,0.000000,0.000000,6.09,6078100.000
613,6,44,8,02,04,4,4,35,0.000000,01,E,A,3,0.000,0,0.00,27.22,7.600000,0.630000,0.000000,0.000000,0.000000,0.000000,9.23,9527000.000
614,5,21,8,02,04,8,2,35,7.000000,04,E,A,4,1500000.000,0,0.00,34.97,8.680000,1.100000,0.790000,2.750000,0.000000,0.000000,7.46,11015550.000
615,5,20,6,02,04,7,3,10,17.000000,01,E,Z,3,0.000,0,0.00,27.05,6.140000,0.660000,1.380000,0.000000,0.000000,0.000000,7.68,7303500.000
616,5,19,14,02,04,11,6,35,22.000000,01,E,A,3,700000.000,1,10.03,32.95,7.040000,0.750000,2.170000,3.030000,0.000000,0.000000,6.40,5766250.000
617,6,18,12,02,04,17,2,34,22.000000,09,E,B,4,0.000,0,0.00,29.54,6.960000,0.000000,1.970000,0.000000,0.000000,0.000000,3.53,16837800.000
618,4,19,10,02,04,14,9,35,19.000000,01,E,A,3,0.000,0,0.00,39.96,8.710000,1.130000,2.260000,0.000000,0.000000,0.000000,4.47,8391600.000
619,5,3,30,02,04,14,10,35,40.000000,01,E,A,4,0.000,0,0.00,68.90,11.830000,2.340000,9.530000,0.000000,0.000000,0.000000,12.12,28938000.000
620,6,42,18,02,04,4,1,35,0.000000,04,E,A,4,0.000,0,0.00,33.72,10.200000,0.000000,0.000000,0.000000,0.000000,0.000000,11.19,39789600.000
