Id,City,UseYear,RoadWide,RegisterReason,MaterialCode,BuildTotalLevel,BuildLevel,PurposeCode,buildRate,UsedState,JcicBuildMaterialCode,JcicBuildPurposeCode,OtherBuildPurpose,StallPrice,StallNum,StallAreaSize,TotalAreaSize,RegisterPurpose1,RegisterPurpose2,RegisterPurpose3,RegisterPurpose4,RegisterPurpose5,RegisterPurpose6,landSize,IdenPrice
59,1,9,8,02,04,4,1,10,0.000000,01,E,Z,3,0.000,0,0.00,53.50,14.770000,1.410000,0.000000,0.000000,0.000000,0.000000,26.12,160000.000
60,3,9,8,02,04,4,1,10,0.000000,01,E,A,3,0.000,0,0.00,75.32,21.890000,0.890000,0.000000,0.000000,0.000000,0.000000,37.58,44000.000
61,1,34,12,02,04,5,3,11,0.000000,01,E,Z,3,0.000,0,0.00,37.43,10.460000,0.870000,0.000000,0.000000,0.000000,0.000000,10.60,90000.000
62,9,10,8,02,04,3,1,10,21.000000,01,E,Z,3,0.000,0,0.00,114.16,25.390000,2.030000,7.110000,0.000000,0.000000,0.000000,94.96,290000.000
63,10,32,8,02,04,7,7,35,15.000000,04,E,A,3,0.000,0,0.00,80.85,17.060000,3.710000,3.690000,0.000000,0.000000,0.000000,15.94,490000.000
64,10,37,10,02,04,4,4,11,0.000000,01,E,Z,3,0.000,0,0.00,34.52,8.790000,1.650000,0.000000,0.000000,0.000000,0.000000,12.68,320000.000
65,9,23,8,02,04,7,4,35,18.000000,04,E,A,3,0.000,0,0.00,34.03,7.650000,0.830000,1.810000,0.000000,0.000000,0.000000,6.22,280000.000
66,1,30,8,02,04,5,1,35,0.000000,04,E,A,3,0.000,0,0.00,95.26,26.380000,2.440000,0.000000,0.000000,0.000000,0.000000,26.02,24000.000
67,4,22,8,02,04,8,6,35,23.000000,01,E,A,3,0.000,0,0.00,38.31,7.900000,1.000000,2.690000,0.000000,0.000000,0.000000,5.27,120000.000
68,3,26,18,02,04,10,8,35,21.000000,01,E,A,3,600000.000,1,5.04,32.33,7.020000,0.670000,2.080000,1.520000,0.000000,0.000000,5.92,120000.000
69,3,5,10,02,04,12,2,10,29.000000,01,E,A,3,2000000.000,2,16.48,46.57,8.610000,1.360000,4.110000,4.980000,0.000000,0.000000,11.11,155000.000
70,4,12,20,02,04,15,12,35,27.000000,01,E,A,3,0.000,0,0.00,24.58,8.700000,2.160000,4.040000,2.280000,0.000000,0.000000,5.74,180000.000
71,4,12,20,02,04,15,12,35,27.000000,01,E,A,3,0.000,0,0.00,24.58,8.700000,2.160000,4.040000,2.280000,0.000000,0.000000,5.74,180000.000
72,1,40,6,02,04,4,1,35,0.000000,04,E,A,4,0.000,0,0.00,23.14,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.61,107000.000
73,9,22,8,02,04,5,2,35,11.000000,01,E,A,3,1000000.000,1,10.00,31.58,7.450000,1.050000,1.060000,3.020000,0.000000,0.000000,13.68,220000.000
74,4,11,12,04,04,5,1,10,0.000000,01,C,Z,3,0.000,0,0.00,75.25,20.180000,2.580000,0.000000,0.000000,0.000000,0.000000,39.80,140000.000
75,4,11,12,04,04,5,1,10,0.000000,01,E,Z,3,0.000,0,0.00,75.25,20.180000,2.580000,0.000000,0.000000,0.000000,0.000000,39.80,140000.000
76,10,24,5,02,04,17,15,35,14.000000,01,E,A,4,0.000,0,0.00,29.71,6.640000,1.070000,1.280000,0.000000,0.000000,0.000000,3.22,440000.000
77,4,24,16,02,04,13,9,35,19.000000,01,E,A,3,0.000,0,0.00,37.42,8.420000,0.710000,2.190000,0.000000,0.000000,0.000000,4.16,160000.000
78,9,37,6,02,04,5,1,30,0.000000,01,E,D,4,0.000,0,0.00,29.31,7.730000,1.130000,0.000000,0.000000,0.000000,0.000000,6.57,300000.000
79,4,36,10,02,04,5,1,35,0.000000,01,E,A,4,0.000,0,0.00,26.94,6.720000,1.430000,0.000000,0.000000,0.000000,0.000000,5.57,120000.000
80,9,46,6,03,08,4,1,35,0.000000,01,D,A,4,0.000,0,0.00,22.28,6.740000,0.000000,0.000000,0.000000,0.000000,0.000000,8.39,390000.000
81,9,32,7,02,04,5,5,35,0.000000,01,E,A,3,0.000,0,0.00,30.89,8.300000,1.040000,0.000000,0.000000,0.000000,0.000000,8.36,280000.000
82,9,23,8,02,04,6,3,35,12.000000,01,E,A,4,0.000,0,0.00,18.87,8.500000,1.540000,1.380000,0.000000,0.000000,0.000000,6.68,220000.000
83,9,23,8,02,04,6,3,35,12.000000,01,E,A,4,0.000,0,0.00,18.87,8.500000,1.540000,1.380000,0.000000,0.000000,0.000000,6.68,220000.000
84,9,4,10,02,04,23,20,35,33.000000,01,E,A,4,2300000.000,1,5.16,31.84,5.660000,0.840000,3.130000,1.560000,0.000000,0.000000,2.45,460000.000
85,1,18,50,02,04,12,4,35,39.000000,01,E,A,3,0.000,0,0.00,45.22,7.450000,0.840000,5.410000,0.000000,0.000000,0.000000,8.33,95000.000
86,9,23,4,02,04,6,1,35,11.000000,01,E,A,4,1500000.000,1,5.02,27.54,6.480000,0.920000,0.940000,1.520000,0.000000,0.000000,7.58,410000.000
87,1,22,7,02,04,6,5,35,27.000000,04,E,A,3,0.000,0,0.00,31.19,6.380000,0.550000,2.500000,0.000000,0.000000,0.000000,8.32,95000.000
88,9,42,6,02,08,4,1,35,0.000000,04,E,A,4,0.000,0,0.00,19.47,5.890000,0.000000,0.000000,0.000000,0.000000,0.000000,5.29,410000.000
89,3,26,6,01,04,5,3,35,5.000000,01,E,A,3,0.000,0,0.00,27.90,7.030000,0.990000,0.420000,0.000000,0.000000,0.000000,7.50,157000.000
90,9,24,6,02,04,6,2,35,24.000000,01,E,A,3,800000.000,1,8.48,38.39,7.650000,1.200000,2.760000,2.570000,0.000000,0.000000,7.79,210000.000
91,9,38,8,02,04,4,1,34,0.000000,70,E,B,4,0.000,0,0.00,32.37,9.790000,0.000000,0.000000,0.000000,0.000000,0.000000,11.44,450000.000
92,1,24,12,02,04,16,14,35,24.000000,01,E,A,3,0.000,0,0.00,48.79,10.190000,1.010000,3.550000,0.000000,0.000000,0.000000,8.10,113000.000
93,9,30,6,02,04,5,5,35,7.000000,01,E,A,3,0.000,0,0.00,34.98,8.470000,1.320000,0.790000,0.000000,0.000000,0.000000,9.94,260000.000
94,1,33,12,06,04,5,4,11,13.000000,01,E,Z,3,0.000,0,0.00,32.51,7.860000,0.750000,1.230000,0.000000,0.000000,0.000000,7.72,95000.000
95,3,10,14,04,04,14,14,35,28.000000,01,E,A,3,2600000.000,2,0.00,62.96,11.620000,2.100000,5.330000,3.680000,0.000000,0.000000,10.91,270000.000
96,1,24,6,02,04,4,1,35,0.000000,01,E,A,4,0.000,0,0.00,68.32,17.950000,2.720000,0.000000,0.000000,0.000000,0.000000,28.66,30000.000
97,4,12,20,06,11,13,10,35,39.000000,01,I,A,3,0.000,0,0.00,55.24,9.130000,1.040000,6.540000,0.000000,0.000000,0.000000,10.97,140000.000
98,9,9,25,02,04,24,19,10,34.000000,02,E,Z,4,1200000.000,1,10.54,23.13,4.180000,0.440000,2.380000,3.190000,0.000000,0.000000,2.57,330000.000
99,4,18,6,06,04,4,1,10,0.000000,01,E,Z,3,0.000,0,0.00,61.28,17.120000,1.420000,0.000000,0.000000,0.000000,0.000000,17.24,140000.000
100,9,25,9,05,04,17,15,35,9.000000,01,E,A,3,0.000,0,0.00,36.89,8.820000,1.360000,0.990000,0.000000,0.000000,0.000000,4.19,272400.000
101,3,12,8,02,04,5,1,30,18.000000,04,E,D,4,1500000.000,1,8.54,65.17,15.750000,0.460000,3.500000,2.580000,0.000000,0.000000,18.00,323000.000
102,1,23,20,01,04,3,1,30,0.000000,01,E,D,3,0.000,0,0.00,89.90,25.500000,1.690000,0.000000,0.000000,0.000000,0.000000,40.79,32000.000
103,1,23,6,02,04,5,1,30,0.000000,01,E,D,4,0.000,0,0.00,72.37,18.890000,3.000000,0.000000,0.000000,0.000000,0.000000,17.70,32000.000
104,9,18,6,02,04,29,16,35,22.000000,01,E,A,3,0.000,0,0.00,49.14,9.800000,1.850000,3.210000,0.000000,0.000000,0.000000,3.67,420000.000
105,1,24,6,02,04,6,3,35,23.000000,01,E,A,3,700000.000,1,5.45,40.34,8.320000,1.140000,2.750000,1.650000,0.000000,0.000000,9.36,85000.000
106,4,21,8,02,04,4,1,10,0.000000,04,E,Z,3,0.000,0,0.00,166.52,47.280000,3.090000,0.000000,0.000000,0.000000,0.000000,64.93,20000.000
107,1,13,20,02,04,3,1,10,0.000000,02,E,Z,3,0.000,0,0.00,64.68,18.820000,0.740000,0.000000,0.000000,0.000000,0.000000,31.46,45000.000
108,4,23,6,02,04,3,1,35,14.000000,01,E,A,3,0.000,0,0.00,52.78,11.820000,1.940000,2.210000,0.000000,0.000000,0.000000,23.07,90000.000
109,3,4,8,01,04,3,1,35,0.000000,01,E,A,3,0.000,0,0.00,51.44,14.960000,0.600000,0.000000,0.000000,0.000000,0.000000,23.96,47000.000
110,10,52,3,02,08,3,2,10,8.000000,04,D,A,4,0.000,0,0.00,26.25,32.780000,0.650000,2.760000,0.000000,0.000000,0.000000,32.98,660000.000
111,10,29,40,01,04,12,2,34,8.000000,04,E,B,4,0.000,0,0.00,32.80,32.780000,0.650000,2.760000,0.000000,0.000000,0.000000,32.98,720000.000
112,10,29,40,01,04,12,1,11,8.000000,04,E,Z,4,0.000,0,0.00,12.20,32.780000,0.650000,2.760000,0.000000,0.000000,0.000000,32.98,205000.000
113,10,29,40,01,04,12,1,34,8.000000,04,E,B,4,0.000,0,0.00,22.17,32.780000,0.650000,2.760000,0.000000,0.000000,0.000000,32.98,2050000.000
114,10,52,3,02,08,3,1,10,8.000000,04,D,A,4,0.000,0,0.00,26.25,32.780000,0.650000,2.760000,0.000000,0.000000,0.000000,32.98,750000.000
115,9,45,5,02,08,4,4,35,0.000000,01,D,A,4,0.000,0,0.00,39.36,11.900000,0.000000,0.000000,0.000000,0.000000,0.000000,12.63,270000.000
116,3,36,8,04,04,5,4,35,0.000000,01,E,A,3,0.000,0,0.00,24.38,6.190000,1.190000,0.000000,0.000000,0.000000,0.000000,7.33,150000.000
117,9,30,4,01,04,5,2,35,8.000000,01,E,A,3,0.000,0,0.00,30.50,7.540000,0.940000,0.750000,0.000000,0.000000,0.000000,8.36,270000.000
118,3,34,12,06,04,5,4,35,0.000000,01,E,A,3,0.000,0,0.00,24.42,35.810000,3.240000,0.000000,0.000000,0.000000,0.000000,33.88,120000.000
119,3,34,12,06,04,5,3,35,0.000000,01,E,A,3,0.000,0,0.00,24.42,35.810000,3.240000,0.000000,0.000000,0.000000,0.000000,33.88,120000.000
120,3,34,12,06,04,5,1,30,0.000000,01,E,D,3,0.000,0,0.00,46.51,35.810000,3.240000,0.000000,0.000000,0.000000,0.000000,33.88,127000.000
121,3,34,12,06,04,5,5,35,0.000000,01,E,A,3,0.000,0,0.00,24.42,35.810000,3.240000,0.000000,0.000000,0.000000,0.000000,33.88,120000.000
122,3,24,4,02,04,7,7,35,17.000000,01,E,A,3,600000.000,0,0.00,32.09,6.640000,1.390000,1.680000,1.220000,0.000000,0.000000,6.17,110000.000
123,9,39,6,05,04,4,1,35,0.000000,01,E,A,3,0.000,0,0.00,38.27,11.580000,0.000000,0.000000,0.000000,0.000000,0.000000,11.95,420000.000
124,9,23,27,02,04,12,10,33,28.000000,01,E,C,3,0.000,0,0.00,33.03,6.090000,1.070000,2.830000,0.000000,0.000000,0.000000,2.93,175000.000
125,4,22,12,02,04,8,5,35,16.000000,01,E,A,3,0.000,0,0.00,26.92,6.410000,0.410000,1.320000,0.000000,0.000000,0.000000,4.29,100000.000
126,1,37,12,02,04,5,1,30,0.000000,01,E,D,4,0.000,0,0.00,32.31,9.770000,0.000000,0.000000,0.000000,0.000000,0.000000,10.38,160000.000
127,1,17,16,04,04,14,2,35,29.000000,01,E,A,3,0.000,0,0.00,43.29,8.100000,1.140000,3.850000,0.000000,0.000000,0.000000,7.42,140000.000
128,10,35,6,06,04,4,2,35,0.000000,01,E,A,3,0.000,0,0.00,27.74,7.280000,1.110000,0.000000,0.000000,0.000000,0.000000,17.54,340000.000
129,4,5,16,02,04,12,2,35,30.000000,01,E,A,3,1000000.000,1,10.93,47.92,8.680000,1.460000,4.350000,3.310000,0.000000,0.000000,8.07,200000.000
130,4,25,12,02,04,7,7,35,17.000000,01,E,A,3,0.000,0,0.00,38.60,8.800000,0.930000,1.950000,0.000000,0.000000,0.000000,6.86,180000.000
131,4,21,6,02,04,5,1,35,39.000000,01,E,A,4,0.000,0,0.00,42.95,7.140000,0.820000,5.030000,0.000000,0.000000,0.000000,19.19,120000.000
132,9,22,7,02,04,4,1,35,25.000000,01,E,A,4,0.000,0,0.00,84.11,15.170000,3.810000,6.460000,0.000000,0.000000,0.000000,36.63,150000.000
133,9,20,12,02,04,12,10,35,28.000000,01,E,A,3,0.000,0,0.00,34.56,6.570000,0.930000,2.950000,0.000000,0.000000,0.000000,6.12,130000.000
134,1,40,8,02,04,4,1,35,0.000000,01,E,A,4,0.000,0,0.00,22.69,6.860000,0.000000,0.000000,0.000000,0.000000,0.000000,11.46,160000.000
135,9,5,20,02,04,14,3,10,32.000000,01,E,Z,3,1100000.000,1,7.39,49.80,8.620000,1.660000,4.780000,2.240000,0.000000,0.000000,13.09,205000.000
136,9,23,8,02,04,9,8,35,20.000000,70,E,A,4,0.000,0,0.00,25.98,5.410000,0.890000,1.560000,0.000000,0.000000,0.000000,4.49,200000.000
137,1,9,16,02,04,15,3,35,28.000000,01,E,A,3,1400000.000,1,9.03,62.19,12.420000,1.120000,5.270000,2.730000,0.000000,0.000000,9.46,180000.000
138,10,43,5,01,04,4,3,35,0.000000,01,E,A,3,0.000,0,0.00,23.46,6.230000,0.870000,0.000000,0.000000,0.000000,0.000000,7.41,380000.000
139,4,15,10,04,04,14,2,35,40.000000,01,E,A,3,0.000,0,0.00,57.10,9.190000,1.190000,6.890000,0.000000,0.000000,0.000000,9.63,100000.000
140,9,23,8,02,04,7,3,35,20.000000,01,E,A,3,0.000,0,0.00,54.72,11.930000,1.240000,3.380000,0.000000,0.000000,0.000000,8.12,260000.000
141,3,26,25,01,04,7,6,35,27.000000,01,E,A,3,0.000,0,0.00,36.25,7.700000,0.270000,3.000000,0.000000,0.000000,0.000000,6.24,120000.000
142,10,46,8,02,04,4,4,35,0.000000,70,E,A,4,0.000,0,0.00,22.24,6.730000,0.000000,0.000000,0.000000,0.000000,0.000000,8.92,290000.000
143,9,22,22,01,04,11,3,35,28.000000,01,E,A,3,0.000,0,0.00,51.45,10.000000,1.200000,4.360000,0.000000,0.000000,0.000000,9.79,290000.000
144,1,5,10,02,04,3,1,35,0.000000,01,E,A,3,0.000,0,0.00,60.60,17.770000,0.560000,0.000000,0.000000,0.000000,0.000000,31.16,46000.000
145,9,33,6,04,08,3,3,35,0.000000,01,D,A,3,0.000,0,0.00,33.61,8.800000,1.370000,0.000000,0.000000,0.000000,0.000000,17.04,250000.000
146,10,41,40,02,04,13,1,11,8.000000,01,E,B,4,0.000,1,14.55,14.55,19.690000,2.500000,1.920000,0.000000,0.000000,0.000000,8.37,3800000.000
147,10,41,40,02,04,13,11,35,8.000000,01,E,A,4,0.000,0,0.00,65.14,19.690000,2.500000,1.920000,0.000000,0.000000,0.000000,8.37,820000.000
148,9,26,7,03,04,16,3,35,2.000000,01,E,A,4,0.000,0,0.00,8.24,6.540000,1.200000,0.180000,0.000000,0.000000,0.000000,3.45,320000.000
149,9,26,7,03,04,16,3,35,2.000000,01,E,A,4,0.000,0,0.00,8.24,6.540000,1.200000,0.180000,0.000000,0.000000,0.000000,3.45,320000.000
150,9,26,7,03,04,16,3,35,2.000000,01,E,A,4,0.000,0,0.00,8.24,6.540000,1.200000,0.180000,0.000000,0.000000,0.000000,3.45,320000.000
151,10,41,8,02,04,4,1,35,0.000000,01,E,A,4,0.000,0,0.00,28.50,8.620000,0.000000,0.000000,0.000000,0.000000,0.000000,9.30,620000.000
152,9,41,5,06,04,4,4,35,0.000000,01,E,A,3,0.000,0,0.00,25.71,7.780000,0.000000,0.000000,0.000000,0.000000,0.000000,9.98,320000.000
153,3,16,15,01,04,3,1,10,0.000000,01,E,A,3,0.000,0,0.00,149.13,40.870000,4.240000,0.000000,0.000000,0.000000,0.000000,58.08,35000.000
154,10,37,8,02,04,7,4,35,5.000000,04,E,A,3,0.000,0,0.00,33.58,8.290000,1.410000,0.460000,0.000000,0.000000,0.000000,6.17,510000.000
155,1,26,15,02,04,8,5,35,17.000000,01,E,A,4,485000.000,1,5.02,29.76,6.600000,0.940000,1.490000,1.520000,0.000000,0.000000,4.95,125000.000
156,3,34,12,02,04,5,3,35,6.000000,01,E,A,3,0.000,0,0.00,45.07,11.010000,1.860000,0.760000,0.000000,0.000000,0.000000,13.10,120000.000
157,1,6,12,02,04,15,8,35,31.000000,01,E,A,3,1000000.000,1,10.81,43.86,7.590000,1.630000,4.050000,3.270000,0.000000,0.000000,8.53,180000.000
158,1,46,16,06,04,10,9,11,0.000000,09,E,Z,4,0.000,0,0.00,30.31,9.170000,0.000000,0.000000,0.000000,0.000000,0.000000,4.72,100000.000
159,3,5,24,01,04,3,1,10,0.000000,70,C,,,0.000,0,0.00,89.52,27.080000,0.000000,0.000000,0.000000,0.000000,0.000000,66.80,48000.000
160,10,45,6,06,04,4,2,35,0.000000,01,E,A,4,0.000,0,0.00,24.00,7.260000,0.000000,0.000000,0.000000,0.000000,0.000000,8.09,430000.000
161,9,27,6,02,04,12,5,35,5.000000,01,E,A,3,0.000,0,0.00,40.28,14.160000,1.340000,0.800000,0.000000,0.000000,0.000000,8.44,270000.000
