Id,City,UseYear,RoadWide,RegisterReason,BuildTotalLevel,BuildLevel,PurposeCode,buildRate,UsedState,StallPrice,StallNum,StallAreaSize,TotalAreaSize,RegisterPurpose1,RegisterPurpose2,RegisterPurpose3,landSize,IdenPrice
221,3,24,24,02,14,9,35,22.000000,70,0.000,0,0.00,40.14,8.450000,1.050000,2.640000,5.31,5218200.00
222,1,10,6,02,4,1,35,0.000000,01,0.000,0,0.00,46.99,12.610000,1.610000,0.000000,21.49,5787900.00
223,1,20,8,02,5,1,35,0.000000,01,0.000,0,0.00,68.73,18.160000,2.630000,0.000000,26.04,8593680.00
224,1,39,12,02,4,1,30,0.000000,01,0.000,0,0.00,41.46,12.540000,0.000000,0.000000,17.62,6219000.00
225,9,13,18,04,15,14,35,21.000000,01,0.000,0,0.00,16.27,10.260000,1.350000,3.120000,6.78,14802500.00
226,9,13,18,04,15,14,35,21.000000,01,0.000,0,0.00,16.27,10.260000,1.350000,3.120000,6.78,14802500.00
227,9,13,18,02,15,14,35,21.000000,01,2600000.000,2,20.74,16.27,10.260000,1.350000,3.120000,6.78,14802500.00
228,9,49,6,02,2,1,35,0.000000,01,0.000,0,0.00,17.76,5.370000,0.000000,0.000000,12.10,10656000.00
229,3,24,10,01,3,1,35,0.000000,01,0.000,0,0.00,59.40,17.970000,0.000000,0.000000,35.18,7232600.00
230,1,26,6,02,3,1,30,0.000000,01,0.000,0,0.00,40.44,12.230000,0.000000,0.000000,20.27,5672600.00
231,1,31,5,02,2,1,35,0.000000,01,0.000,0,0.00,25.29,6.930000,0.720000,0.000000,18.23,4936850.00
232,1,27,6,01,2,1,35,0.000000,01,0.000,0,0.00,62.58,17.690000,1.240000,0.000000,58.99,6596600.00
233,1,39,5,02,2,1,11,0.000000,01,0.000,0,0.00,22.69,6.860000,0.000000,0.000000,18.45,4370700.00
234,1,22,3,01,3,1,35,0.000000,04,0.000,0,0.00,36.90,10.580000,0.580000,0.000000,26.24,3431700.00
235,1,26,16,02,4,1,30,0.000000,01,0.000,0,0.00,78.45,20.830000,2.900000,0.000000,26.10,4180500.00
236,1,14,20,02,14,1,34,20.000000,04,1400000.000,1,10.60,40.24,8.280000,1.440000,2.460000,6.58,12264800.00
237,1,30,8,02,17,12,11,21.000000,01,0.000,0,0.00,34.61,7.340000,0.960000,2.170000,3.29,4326250.00
238,1,37,10,02,5,1,11,0.000000,04,0.000,0,0.00,31.30,8.740000,0.730000,0.000000,7.26,3130000.00
239,4,41,8,06,2,1,30,0.000000,01,0.000,0,0.00,37.52,11.350000,0.000000,0.000000,27.73,9803400.00
240,1,23,6,02,4,1,35,0.000000,01,0.000,0,0.00,209.13,61.870000,1.390000,0.000000,66.58,24079780.00
241,1,34,3,02,2,1,35,0.000000,01,0.000,0,0.00,57.05,17.260000,0.000000,0.000000,60.98,4400450.00
242,1,3,10,02,12,2,10,34.000000,01,400000.000,1,2.12,38.47,7.000000,0.720000,3.910000,9.40,5785800.00
243,1,26,4,05,4,1,35,0.000000,01,0.000,0,0.00,67.61,19.050000,1.400000,0.000000,34.79,4647400.00
244,9,26,7,02,7,2,35,10.000000,01,700000.000,1,5.05,30.19,7.190000,1.060000,0.890000,5.58,6738000.00
245,3,34,4,02,2,1,35,0.000000,04,0.000,0,0.00,37.42,10.960000,0.360000,0.000000,28.43,4750960.00
246,1,21,10,02,14,6,24,21.000000,01,500000.000,1,3.13,20.26,4.450000,0.410000,1.260000,2.59,3032500.00
247,9,25,20,02,14,1,35,17.000000,01,1600000.000,1,7.28,46.93,10.860000,0.920000,2.420000,6.37,16617600.00
248,9,44,5,02,3,2,35,0.000000,01,0.000,0,0.00,19.84,6.000000,0.000000,0.000000,5.14,6348800.00
249,1,40,8,02,3,1,30,0.000000,01,0.000,0,0.00,50.28,15.210000,0.000000,0.000000,22.69,6565930.00
250,9,32,6,02,5,4,35,0.000000,01,0.000,0,0.00,25.07,6.930000,0.650000,0.000000,6.82,6016800.00
251,10,34,25,06,12,7,35,28.000000,04,0.000,0,0.00,24.66,4.850000,0.540000,2.070000,1.95,11343600.00
252,3,24,6,02,4,1,10,0.000000,02,0.000,0,0.00,49.51,13.300000,1.680000,0.000000,33.06,4059820.00
253,9,40,6,02,4,4,35,0.000000,01,0.000,0,0.00,23.90,7.230000,0.000000,0.000000,7.26,6453000.00
254,3,15,14,02,3,1,35,0.000000,01,0.000,0,0.00,64.10,16.470000,2.920000,0.000000,29.34,7148700.00
255,4,21,10,02,19,1,10,19.000000,01,0.000,0,0.00,1.65,9.820000,1.060000,2.600000,6.19,7244000.00
256,4,21,10,02,18,4,35,19.000000,01,1000000.000,1,10.73,42.95,9.820000,1.060000,2.600000,6.19,7244000.00
257,3,24,6,02,4,1,35,0.000000,01,0.000,0,0.00,66.26,18.350000,1.690000,0.000000,31.76,8591140.00
258,4,39,6,02,4,2,35,0.000000,01,0.000,0,0.00,29.97,9.060000,0.000000,0.000000,11.72,4195800.00
259,1,30,6,02,2,1,35,0.000000,01,0.000,0,0.00,34.78,8.510000,2.010000,0.000000,24.85,7047220.00
260,10,45,6,02,4,3,35,0.000000,01,0.000,0,0.00,31.58,9.550000,0.000000,0.000000,10.81,14526800.00
261,1,25,15,06,2,1,35,0.000000,01,0.000,0,0.00,31.69,9.590000,0.000000,0.000000,26.94,3834910.00
262,3,25,8,02,7,5,35,17.000000,01,0.000,0,0.00,33.83,7.470000,0.980000,1.780000,6.65,4736200.00
263,1,51,12,01,2,1,35,0.000000,01,0.000,0,0.00,40.22,12.170000,0.000000,0.000000,36.30,7270400.00
264,4,19,24,02,19,6,35,23.000000,01,0.000,0,0.00,31.46,6.330000,1.000000,2.200000,2.53,4089800.00
265,1,25,10,02,8,3,35,20.000000,01,0.000,0,0.00,31.63,5.830000,1.810000,1.930000,4.84,3479300.00
266,3,22,8,02,11,1,34,28.000000,01,0.000,0,0.00,0.97,6.850000,0.970000,3.110000,5.03,5246100.00
267,3,22,8,02,11,3,35,28.000000,01,0.000,0,0.00,35.21,6.850000,0.970000,3.110000,5.03,5246100.00
268,9,35,10,01,5,5,35,0.000000,01,0.000,0,0.00,23.76,5.790000,1.390000,0.000000,5.63,8078400.00
269,1,24,8,06,3,1,35,0.000000,01,0.000,0,0.00,65.32,18.800000,0.960000,0.000000,25.11,7162290.00
270,3,23,12,02,8,1,30,15.000000,02,0.000,0,0.00,29.99,6.680000,1.050000,1.340000,5.60,2999000.00
271,3,10,8,02,3,1,29,0.000000,01,0.000,0,0.00,101.37,29.330000,1.330000,0.000000,79.44,15833850.00
272,1,26,6,02,4,1,35,0.000000,01,0.000,0,0.00,56.59,14.760000,2.360000,0.000000,26.89,5376050.00
273,9,10,20,02,15,14,35,32.000000,04,1200000.000,1,4.11,51.02,8.810000,1.690000,4.940000,6.88,13444800.00
274,10,38,6,01,5,1,35,0.000000,01,0.000,0,0.00,31.27,8.790000,0.670000,0.000000,9.04,16885800.00
275,3,23,30,02,20,15,10,26.000000,01,0.000,0,0.00,25.36,4.860000,0.820000,2.000000,1.82,4285840.00
276,1,24,7,06,4,1,35,0.000000,01,0.000,0,0.00,67.58,17.320000,3.130000,0.000000,50.11,4834880.00
277,4,11,12,04,5,1,10,0.000000,01,0.000,0,0.00,75.24,20.180000,2.580000,0.000000,39.80,10533600.00
278,1,37,10,02,5,3,11,0.000000,01,0.000,0,0.00,20.73,6.270000,0.000000,0.000000,6.68,2073000.00
279,3,26,5,03,4,1,35,0.000000,01,0.000,0,0.00,59.97,16.970000,1.170000,0.000000,24.48,5903190.00
280,3,20,30,02,20,6,35,28.000000,04,300000.000,1,2.86,12.65,4.820000,0.680000,2.140000,2.60,4901000.00
281,3,20,30,02,20,6,35,28.000000,04,300000.000,1,2.86,12.65,4.820000,0.680000,2.140000,2.60,4901000.00
282,3,47,4,01,1,1,35,0.000000,01,0.000,0,0.00,76.58,23.170000,0.000000,0.000000,151.25,42350000.00
283,9,7,8,02,4,1,10,1.000000,01,0.000,0,0.00,73.50,20.620000,1.320000,0.290000,32.46,16905000.00
284,3,34,6,02,5,1,35,0.000000,01,0.000,0,0.00,21.16,5.920000,0.480000,0.000000,8.81,3597200.00
285,1,33,6,02,4,1,30,0.000000,01,0.000,0,0.00,61.79,17.300000,1.390000,0.000000,22.39,8809870.00
286,4,14,8,06,4,1,10,0.000000,01,0.000,0,0.00,59.85,16.870000,1.230000,0.000000,22.67,7182000.00
287,1,21,8,02,26,16,35,22.000000,01,700000.000,1,14.35,43.50,9.230000,1.080000,2.840000,3.11,5485000.00
288,3,31,4,02,3,1,35,0.000000,01,0.000,0,0.00,61.19,17.570000,0.940000,0.000000,50.23,10265200.00
289,1,21,16,02,14,5,35,22.000000,01,800000.000,1,4.80,34.78,7.210000,1.000000,2.300000,5.02,5147500.00
290,9,42,14,02,4,3,35,0.000000,01,0.000,0,0.00,24.20,7.320000,0.000000,0.000000,6.88,7018000.00
291,1,16,10,02,4,1,35,0.000000,01,0.000,0,0.00,51.19,14.770000,0.710000,0.000000,25.75,7068850.00
292,1,52,12,02,2,1,11,0.000000,04,0.000,0,0.00,35.50,10.740000,0.000000,0.000000,21.78,15697900.00
293,3,25,30,02,13,1,34,21.000000,01,0.000,0,0.00,0.42,7.320000,1.320000,2.280000,3.84,5734500.00
294,3,25,30,02,13,1,10,21.000000,01,0.000,0,0.00,2.36,7.320000,1.320000,2.280000,3.84,5734500.00
295,3,25,30,02,13,4,35,21.000000,01,500000.000,1,3.97,33.32,7.320000,1.320000,2.280000,3.84,5734500.00
296,1,20,15,02,13,1,10,23.000000,01,0.000,0,0.00,0.03,7.410000,1.210000,2.620000,4.48,5369450.00
297,1,20,15,02,13,6,35,23.000000,01,800000.000,1,7.58,37.12,7.410000,1.210000,2.620000,4.48,5369450.00
298,10,40,22,03,5,2,35,0.000000,01,0.000,0,0.00,15.82,8.600000,0.980000,0.000000,8.66,17085600.00
299,10,40,22,03,5,2,35,0.000000,01,0.000,0,0.00,15.82,8.600000,0.980000,0.000000,8.66,17085600.00
300,3,14,12,02,3,1,10,0.000000,01,0.000,0,0.00,50.17,14.010000,1.170000,0.000000,22.07,12770930.00
301,9,25,14,02,14,1,10,9.000000,01,0.000,0,0.00,1.11,8.930000,0.770000,0.930000,4.97,10369250.00
302,9,25,14,02,13,12,35,9.000000,01,0.000,0,0.00,34.04,8.930000,0.770000,0.930000,4.97,10369250.00
303,9,5,6,02,15,9,35,31.000000,01,1800000.000,1,5.60,42.60,7.900000,0.930000,4.050000,5.86,16284000.00
304,9,35,11,02,5,4,35,0.000000,01,0.000,0,0.00,29.59,7.820000,1.140000,0.000000,8.45,9764700.00
305,1,39,4,04,2,1,30,0.000000,01,0.000,0,0.00,35.45,10.720000,0.000000,0.000000,25.71,4320070.00
306,1,8,6,02,4,1,10,0.000000,01,0.000,0,0.00,72.99,20.970000,1.110000,0.000000,28.93,10014100.00
307,3,0,8,02,4,1,30,0.000000,01,0.000,0,0.00,57.89,15.130000,2.380000,0.000000,22.80,13328170.00
308,1,23,6,02,6,2,35,35.000000,01,0.000,0,0.00,47.87,8.130000,1.330000,5.020000,9.53,3925340.00
309,3,38,6,02,5,2,35,0.000000,01,0.000,0,0.00,21.87,6.620000,0.000000,0.000000,8.08,2952450.00
310,4,15,24,02,5,1,10,6.000000,01,1000000.000,1,11.40,57.81,15.670000,0.770000,1.050000,16.41,8515300.00
311,9,24,8,02,6,3,35,12.000000,01,0.000,0,0.00,18.87,8.500000,1.540000,1.380000,6.68,8302800.00
312,9,24,8,02,6,3,35,12.000000,01,0.000,0,0.00,18.87,8.500000,1.540000,1.380000,6.68,8302800.00
313,1,32,18,02,2,1,30,0.000000,04,0.000,0,0.00,38.75,11.200000,0.530000,0.000000,28.59,4869750.00
314,9,44,6,02,3,1,35,0.000000,04,0.000,0,0.00,43.39,13.120000,0.000000,0.000000,21.48,16027520.00
315,4,15,10,04,14,2,35,18.000000,01,800000.000,1,15.43,41.67,9.190000,1.190000,2.220000,9.63,4967000.00
316,10,43,6,02,4,3,33,0.000000,04,0.000,0,0.00,26.96,8.160000,0.000000,0.000000,8.32,11053600.00
317,4,20,8,02,4,1,10,0.000000,01,0.000,0,0.00,62.98,15.980000,3.070000,0.000000,20.36,9219000.00
318,9,14,18,06,9,5,35,3.000000,01,1500000.000,1,9.35,41.84,17.780000,1.890000,0.650000,18.08,28213200.00
319,9,14,18,06,9,5,35,3.000000,01,1200000.000,1,5.86,25.30,17.780000,1.890000,0.650000,18.08,28213200.00
320,3,0,8,02,23,6,35,32.000000,01,1250000.000,1,10.22,38.84,7.070000,0.860000,3.810000,5.60,9561760.00
321,1,20,18,02,4,1,30,0.000000,01,0.000,0,0.00,72.05,20.190000,1.600000,0.000000,24.35,10042900.00
322,1,41,24,02,2,1,35,0.000000,70,0.000,0,0.00,20.36,6.160000,0.000000,0.000000,19.06,2109600.00
323,1,45,4,01,2,1,35,0.000000,01,0.000,0,0.00,37.79,11.430000,0.000000,0.000000,36.60,5931580.00
324,4,31,6,01,2,1,35,0.000000,01,0.000,0,0.00,39.43,10.560000,1.370000,0.000000,26.47,7406100.00
325,9,11,27,02,19,3,10,35.000000,01,1300000.000,1,11.85,29.87,5.480000,0.420000,3.130000,3.86,8767500.00
326,1,42,6,02,2,1,35,0.000000,01,0.000,0,0.00,25.65,7.760000,0.000000,0.000000,24.39,2149650.00
327,1,19,8,02,8,6,35,24.000000,02,600000.000,1,3.77,37.66,7.620000,1.070000,2.720000,9.71,4448460.00
328,1,19,8,02,8,1,10,24.000000,02,0.000,0,0.00,0.07,7.620000,1.070000,2.720000,9.71,4448460.00
329,1,28,8,02,6,4,35,2.000000,01,700000.000,0,0.00,27.91,7.860000,0.370000,0.210000,7.94,3630550.00
330,1,35,8,01,2,1,35,0.000000,01,0.000,0,0.00,35.94,9.550000,1.320000,0.000000,24.20,5074800.00
331,10,33,6,04,7,1,34,8.000000,01,0.000,0,0.00,15.35,3.940000,0.350000,0.350000,2.93,17192000.00
332,10,40,15,02,6,3,35,11.000000,01,0.000,0,0.00,46.84,10.950000,1.630000,1.590000,11.31,27167200.00
333,10,32,8,01,7,3,34,2.000000,01,0.000,0,0.00,37.40,10.060000,1.030000,0.230000,6.69,16830000.00
334,10,35,4,01,7,1,30,9.000000,04,0.000,0,0.00,24.24,7.480000,5.880000,1.300000,10.40,27779040.00
335,10,35,4,01,7,1,30,9.000000,04,0.000,0,0.00,24.24,7.480000,5.880000,1.300000,10.40,27779040.00
336,1,29,16,02,14,4,11,19.000000,01,0.000,0,0.00,51.38,11.340000,1.320000,2.880000,4.10,5651800.00
337,1,13,10,02,14,11,35,31.000000,01,0.000,0,0.00,39.64,7.200000,1.140000,3.660000,4.95,6738800.00
338,9,30,4,01,5,1,35,11.000000,01,0.000,0,0.00,30.36,7.740000,0.480000,0.970000,9.73,12599400.00
339,1,23,8,02,19,5,35,21.000000,01,1000000.000,1,6.70,33.02,6.930000,0.980000,2.080000,3.42,5127500.00
340,9,45,5,02,4,2,35,0.000000,04,0.000,0,0.00,18.45,5.580000,0.000000,0.000000,6.66,4612500.00
341,1,32,28,01,10,9,24,19.000000,01,0.000,0,0.00,28.97,6.680000,0.440000,1.650000,4.96,6083700.00
342,4,6,12,02,14,10,35,30.000000,01,3900000.000,3,30.40,56.62,15.520000,1.730000,7.220000,21.03,24122500.00
343,4,6,12,04,14,10,35,30.000000,01,0.000,0,0.00,24.27,15.520000,1.730000,7.220000,21.03,24122500.00
344,10,4,10,02,14,2,35,31.000000,01,2500000.000,1,12.40,27.07,10.040000,1.340000,5.000000,11.42,44522200.00
345,10,4,10,02,14,2,35,31.000000,01,2500000.000,1,12.40,27.07,10.040000,1.340000,5.000000,11.42,44522200.00
346,3,2,8,02,20,16,35,34.000000,01,3000000.000,2,22.66,84.85,14.990000,2.040000,8.640000,15.50,34394500.00
347,10,44,4,02,3,2,35,0.000000,01,0.000,0,0.00,23.97,7.250000,0.000000,0.000000,14.22,9108600.00
348,10,38,30,02,5,4,35,7.000000,01,0.000,0,0.00,33.10,8.550000,0.800000,0.670000,7.50,13902000.00
349,3,37,15,02,2,1,29,0.000000,01,0.000,0,0.00,37.92,11.330000,0.150000,0.000000,24.80,8067200.00
350,1,31,20,02,2,1,35,0.000000,01,0.000,0,0.00,33.56,8.140000,2.010000,0.000000,23.04,8226320.00
351,1,41,4,02,3,1,11,0.000000,01,0.000,0,0.00,37.82,11.440000,0.000000,0.000000,21.18,4493160.00
352,1,27,6,01,2,1,35,0.000000,01,0.000,0,0.00,62.58,17.690000,1.240000,0.000000,58.99,7776400.00
353,3,25,8,02,15,9,35,23.000000,01,300000.000,1,2.51,33.84,6.950000,0.890000,2.390000,4.03,5342160.00
354,1,37,4,02,5,5,35,20.000000,01,0.000,0,0.00,37.66,7.790000,1.370000,2.230000,9.92,5084100.00
355,4,11,12,02,15,5,35,28.000000,01,1000000.000,1,9.41,48.04,9.440000,1.060000,4.030000,7.03,10608000.00
356,9,39,3,03,5,1,34,0.000000,01,0.000,0,0.00,8.70,10.520000,0.000000,0.000000,12.84,12528000.00
357,9,39,3,03,5,1,34,0.000000,01,0.000,0,0.00,8.70,10.520000,0.000000,0.000000,12.84,12528000.00
358,9,39,3,03,5,1,34,0.000000,01,0.000,0,0.00,8.70,10.520000,0.000000,0.000000,12.84,12528000.00
359,9,39,3,03,5,1,34,0.000000,01,0.000,0,0.00,8.70,10.520000,0.000000,0.000000,12.84,12528000.00
360,1,50,8,02,2,1,35,0.000000,01,0.000,0,0.00,38.39,11.610000,0.000000,0.000000,22.69,8098500.00
361,3,16,12,04,12,4,10,0.000000,05,2300000.000,2,15.91,35.17,10.640000,0.000000,0.000000,7.20,7575500.00
362,9,18,22,02,23,4,35,23.000000,01,1200000.000,1,12.89,41.95,8.490000,1.310000,2.890000,4.18,15463000.00
363,9,28,8,02,4,1,35,0.000000,01,0.000,0,0.00,88.91,19.590000,7.300000,0.000000,35.84,16003800.00
364,4,23,8,02,4,1,35,0.000000,01,0.000,0,0.00,88.06,26.640000,0.000000,0.000000,68.82,12772400.00
365,1,37,6,04,12,1,35,0.000000,01,0.000,0,0.00,22.26,6.730000,0.000000,0.000000,5.31,2893800.00
366,1,28,8,02,11,1,20,17.000000,04,600000.000,2,13.53,7.37,9.460000,0.940000,2.110000,8.32,3831900.00
367,1,28,8,02,11,7,35,17.000000,04,0.000,0,0.00,34.02,9.460000,0.940000,2.110000,8.32,3831900.00
368,9,41,12,06,4,4,35,0.000000,01,0.000,0,0.00,32.93,9.960000,0.000000,0.000000,14.53,10208300.00
369,9,46,15,02,4,2,35,0.000000,01,0.000,0,0.00,21.44,6.480000,0.000000,0.000000,6.73,7718400.00
370,10,35,8,06,5,1,35,13.000000,01,0.000,0,0.00,21.89,5.330000,0.390000,0.890000,5.75,10288300.00
371,3,24,20,02,19,3,35,22.000000,01,300000.000,1,2.77,35.47,5.670000,2.770000,2.380000,3.08,3773570.00
372,3,24,20,02,19,1,34,22.000000,01,0.000,0,0.00,0.34,5.670000,2.770000,2.380000,3.08,3773570.00
373,1,38,8,02,3,1,11,0.000000,01,0.000,0,0.00,39.39,11.920000,0.000000,0.000000,16.64,6143150.00
374,1,51,6,02,2,1,11,0.000000,01,0.000,0,0.00,27.33,8.270000,0.000000,0.000000,22.39,6537900.00
375,9,19,26,02,26,20,35,25.000000,01,1800000.000,1,13.19,41.47,8.570000,0.900000,3.080000,3.09,16314500.00
376,4,18,12,02,4,1,10,6.000000,01,1100000.000,1,11.47,87.02,21.910000,2.800000,1.620000,50.11,23725200.00
377,9,16,8,02,5,2,35,19.000000,01,0.000,0,0.00,33.62,7.250000,0.990000,1.930000,12.68,11094600.00
378,1,11,12,02,3,1,10,0.000000,01,0.000,0,0.00,90.67,25.060000,2.370000,0.000000,45.39,20420000.00
379,1,44,6,01,2,1,35,0.000000,05,0.000,0,0.00,32.75,9.910000,0.000000,0.000000,22.99,5779600.00
380,1,39,8,02,8,3,35,0.000000,70,0.000,0,0.00,32.11,9.710000,0.000000,0.000000,7.56,5779800.00
381,3,28,8,02,7,3,35,11.000000,01,1500000.000,1,9.98,43.71,10.180000,1.580000,1.460000,9.43,9018120.00
382,9,29,5,01,5,1,34,2.000000,01,1300000.000,1,8.01,33.88,8.930000,1.120000,0.200000,9.84,12311000.00
383,1,28,15,01,6,1,10,0.000000,04,0.000,0,0.00,654.45,188.380000,9.590000,0.000000,127.66,74305820.00
384,1,41,12,02,3,1,30,0.000000,04,0.000,0,0.00,105.87,32.030000,0.000000,0.000000,44.17,14043300.00
385,4,23,8,02,5,4,35,14.000000,01,0.000,0,0.00,35.78,8.100000,1.200000,1.520000,9.01,4651400.00
386,3,12,24,02,4,1,10,0.000000,70,0.000,0,0.00,55.84,14.430000,2.470000,0.000000,24.87,3045400.00
387,1,36,6,02,2,1,30,0.000000,01,0.000,0,0.00,32.00,9.160000,0.520000,0.000000,25.42,4037900.00
388,3,17,12,06,2,1,30,0.000000,01,0.000,0,0.00,71.82,21.260000,0.480000,0.000000,45.98,24267940.00
389,3,22,15,01,4,1,30,0.000000,01,0.000,0,0.00,131.68,37.800000,2.030000,0.000000,47.50,25457080.00
390,9,18,14,01,3,1,35,11.000000,01,0.000,0,0.00,55.35,13.410000,1.580000,1.760000,34.64,10516500.00
391,9,31,4,06,5,5,35,0.000000,01,0.000,0,0.00,32.22,8.660000,1.080000,0.000000,9.29,9666000.00
392,1,24,10,01,7,7,35,15.000000,01,500000.000,1,4.59,34.99,6.960000,2.080000,1.540000,5.54,3299200.00
393,9,38,4,02,4,1,35,0.000000,01,0.000,0,0.00,27.69,7.190000,1.190000,0.000000,9.00,6645600.00
394,9,45,6,02,2,1,35,0.000000,01,0.000,0,0.00,30.55,9.240000,0.000000,0.000000,23.62,13944000.00
395,9,22,8,02,14,7,35,20.000000,01,900000.000,1,7.37,33.13,7.030000,0.930000,2.050000,4.93,6200800.00
396,9,36,6,06,5,1,35,0.000000,01,0.000,0,0.00,21.80,5.590000,1.000000,0.000000,6.14,8720000.00
397,3,24,8,02,10,10,35,15.000000,01,700000.000,1,7.05,30.99,6.880000,1.130000,1.360000,6.84,3799000.00
398,9,40,7,02,4,2,35,0.000000,04,0.000,0,0.00,26.81,8.110000,0.000000,0.000000,9.44,7908950.00
399,1,5,6,02,5,1,35,0.000000,01,0.000,0,0.00,93.28,28.630000,2.860000,0.000000,27.07,30817000.00
400,1,5,12,02,1,1,34,0.000000,01,0.000,0,0.00,10.82,28.630000,2.860000,0.000000,27.07,30817000.00
401,9,42,12,06,4,1,35,0.000000,04,0.000,0,0.00,20.92,6.330000,0.000000,0.000000,6.91,16736000.00
402,1,37,10,02,3,1,30,0.000000,01,0.000,0,0.00,45.59,12.540000,1.250000,0.000000,21.51,4271530.00
403,1,21,6,01,3,1,35,0.000000,01,0.000,0,0.00,40.43,11.220000,1.010000,0.000000,19.97,7926740.00
404,1,12,12,02,15,14,35,31.000000,01,600000.000,1,2.12,39.73,7.810000,0.470000,3.740000,4.39,7751400.00
405,9,40,10,02,2,1,35,0.000000,01,0.000,0,0.00,40.97,12.390000,0.000000,0.000000,24.68,10034900.00
406,9,11,33,02,19,15,35,29.000000,01,2200000.000,1,13.26,47.30,7.430000,2.750000,4.120000,3.61,23958000.00
407,1,31,12,01,3,1,10,0.000000,01,0.000,0,0.00,66.29,18.190000,1.870000,0.000000,24.61,11614770.00
408,1,37,8,02,3,1,30,0.000000,01,0.000,0,0.00,40.11,12.130000,0.000000,0.000000,30.25,2981540.00
409,10,27,8,06,7,3,10,30.000000,01,0.000,0,0.00,44.36,8.310000,1.050000,4.070000,10.75,26616000.00
410,3,24,20,02,19,1,34,22.000000,01,0.000,0,0.00,0.34,5.670000,2.770000,2.380000,3.08,3773570.00
411,3,24,20,02,19,3,35,22.000000,01,300000.000,1,2.77,35.47,5.670000,2.770000,2.380000,3.08,3773570.00
412,1,25,12,02,15,12,35,22.000000,01,0.000,0,0.00,36.80,7.660000,1.050000,2.420000,5.67,4232000.00
413,1,39,15,02,3,1,30,0.000000,04,0.000,0,0.00,42.37,12.820000,0.000000,0.000000,22.69,11513090.00
414,9,22,10,02,17,7,35,20.000000,01,800000.000,1,9.83,36.61,7.670000,1.220000,2.190000,16.99,7023700.00
415,1,27,4,02,3,1,35,0.000000,02,0.000,0,0.00,51.75,15.100000,0.550000,0.000000,28.74,5380560.00
416,3,28,8,02,6,1,34,13.000000,04,0.000,0,0.00,38.71,10.160000,0.000000,1.550000,7.47,5419400.00
417,9,44,4,02,4,4,35,0.000000,01,0.000,0,0.00,26.43,7.990000,0.000000,0.000000,10.69,4757400.00
418,1,20,40,02,29,1,35,25.000000,01,0.000,0,0.00,19.77,7.960000,1.040000,2.960000,2.90,5535600.00
419,1,20,40,02,29,1,35,25.000000,01,0.000,0,0.00,19.77,7.960000,1.040000,2.960000,2.90,5535600.00
420,3,28,25,02,5,4,35,17.000000,01,0.000,0,0.00,40.01,9.250000,0.840000,2.010000,10.47,4201050.00
421,1,26,7,01,3,1,28,0.000000,01,0.000,0,0.00,50.26,14.670000,0.540000,0.000000,38.19,7226400.00
422,1,11,10,02,4,1,35,0.000000,01,0.000,0,0.00,61.62,15.870000,2.770000,0.000000,34.63,8375320.00
423,10,35,15,01,7,5,35,4.000000,01,0.000,0,0.00,44.95,11.810000,1.270000,0.510000,8.83,24722500.00
424,1,24,8,02,4,1,35,0.000000,01,0.000,0,0.00,59.99,15.650000,2.500000,0.000000,34.47,4799200.00
425,9,32,6,02,5,3,35,8.000000,01,0.000,0,0.00,34.22,8.560000,1.010000,0.780000,8.61,9581600.00
426,1,33,6,01,2,1,11,0.000000,01,0.000,0,0.00,29.93,8.400000,0.650000,0.000000,19.06,5173000.00
427,4,26,12,06,3,1,10,0.000000,01,0.000,0,0.00,70.56,19.220000,2.120000,0.000000,36.43,14138700.00
428,9,37,7,02,2,1,30,0.000000,01,0.000,0,0.00,36.67,9.720000,1.370000,0.000000,42.35,12831550.00
429,9,6,20,02,14,10,10,32.000000,01,1200000.000,1,8.02,59.18,10.130000,2.100000,5.670000,15.27,13331900.00
430,1,57,6,05,2,1,35,0.000000,01,0.000,0,0.00,31.78,9.610000,0.000000,0.000000,16.03,2917180.00
431,1,47,10,01,1,1,35,0.000000,01,0.000,0,0.00,45.58,13.790000,0.000000,0.000000,59.26,5688040.00
432,1,37,6,02,2,1,30,0.000000,01,0.000,0,0.00,27.23,16.480000,0.000000,0.000000,40.24,4547420.00
433,1,37,6,02,2,1,30,0.000000,01,0.000,0,0.00,27.23,16.480000,0.000000,0.000000,40.24,4547420.00
434,10,44,12,02,4,4,35,0.000000,01,0.000,0,0.00,37.76,11.420000,0.000000,0.000000,15.52,18880000.00
435,3,8,10,02,3,1,35,0.000000,01,0.000,0,0.00,63.89,17.030000,2.300000,0.000000,26.85,8922770.00
436,1,5,7,02,7,2,35,29.000000,01,800000.000,1,6.80,34.38,6.740000,0.690000,2.980000,11.39,6472700.00
437,9,27,8,02,7,4,35,19.000000,01,0.000,0,0.00,20.10,4.530000,0.430000,1.130000,4.01,3417000.00
438,1,27,6,06,4,1,30,0.000000,01,0.000,0,0.00,50.29,14.630000,0.580000,0.000000,25.95,4011170.00
439,9,37,6,04,5,3,35,0.000000,01,0.000,0,0.00,27.70,7.880000,0.500000,0.000000,9.27,6509500.00
440,9,0,13,06,12,3,10,33.000000,04,0.000,0,0.00,27.15,4.330000,1.210000,2.670000,3.41,13303500.00
441,4,5,12,02,18,3,35,31.000000,01,2000000.000,2,16.83,48.97,9.350000,0.860000,4.600000,7.42,10814600.00
442,1,43,2,02,3,1,11,0.000000,01,0.000,0,0.00,25.01,7.570000,0.000000,0.000000,20.27,2954930.00
