ID,BuildPurpose,PurposeItem,CityItem,AreaItem,BuildMaterial,MaterialItem,PublicArea,BuildType,BuildComDate,BuildLayer,AplraiseUnitValue,Item,AdjBuildArea,AplraiseValue,RecStat,DebtPerc
193,A,住家用,新北市,蘆洲區,4,鋼筋混凝土造,5.9,R2,1991/7/8 上午 12:00:00,5,280000,其他,3.94,26067900,1,54
194,A,住家用,新北市,蘆洲區,4,鋼筋混凝土造,0.61,R2,1993/1/16 上午 12:00:00,3,320000,其他,3.99,8400000,1,48
195,Z,見其它登記事項,新北市,蘆洲區,4,鋼筋混凝土造,39.41,R2,2004/10/12 上午 12:00:00,1,340000,陽台,2.33,26883800,1,21
196,A,住家用,新北市,蘆洲區,4,鋼筋混凝土造,5.03,R2,1996/6/12 上午 12:00:00,8,370000,陽台,3.66,13098000,1,16
197,A,住家用,新北市,蘆洲區,4,鋼筋混凝土造,8.38,R2,2003/8/29 上午 12:00:00,12,300000,陽台,3.05,9861000,1,52
198,A,住家用,新北市,蘆洲區,4,鋼筋混凝土造,,R1,1989/7/6 上午 12:00:00,5,240000,陽台,4.28,8368800,1,32
199,A,住家用,新北市,蘆洲區,4,鋼筋混凝土造,39.41,R2,2004/10/12 上午 12:00:00,8,340000,陽台,2.48,26883800,1,21
200,A,住家用,新北市,蘆洲區,4,鋼筋混凝土造,9.24,R2,1995/11/4 上午 12:00:00,8,280000,陽台,2.95,8869200,1,47
201,A,住家用,新北市,蘆洲區,4,鋼筋混凝土造,2.66,R2,1990/8/10 上午 12:00:00,5,270000,其他,4.41,12375600,1,36
202,A,住家用,新北市,蘆洲區,4,鋼筋混凝土造,0.62,R1,1989/6/15 上午 12:00:00,3,250000,陽台,1.7,10602500,1,22
203,A,住家用,新北市,蘆洲區,4,鋼筋混凝土造,39.41,R2,2004/10/12 上午 12:00:00,8,340000,陽台,2.52,26883800,1,21
204,Z,見其它登記事項,新北市,蘆洲區,4,鋼筋混凝土造,5.9,R2,1991/7/8 上午 12:00:00,B1,0,,,26067900,1,54
205,A,住家用,新北市,蘆洲區,4,鋼筋混凝土造,,R1,1986/11/17 上午 12:00:00,3,270000,陽台,2.73,7670700,1,32
206,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1990/3/9 上午 12:00:00,5,310000,陽台,1.49,6590600,1,57
207,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1977/8/31 上午 12:00:00,4,260000,,,8572200,1,50
208,A,住家用,新北市,三重區,8,加強磚造,,R5,1973/12/21 上午 12:00:00,1,7000,,,14973060,1,47
209,B,商業用,新北市,三重區,4,鋼筋混凝土造,5.28,R2,1997/4/28 上午 12:00:00,1,350000,,,8095500,1,32
210,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1979/7/9 上午 12:00:00,5,275000,,,6572500,1,66
211,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1977/11/11 上午 12:00:00,4,320000,,,8227200,1,73
212,F,住商用,新北市,三重區,4,鋼筋混凝土造,,R1,1983/6/4 上午 12:00:00,1,410000,其他,2.64,12008900,1,67
213,A,住家用,新北市,三重區,4,鋼筋混凝土造,5.73,R2,2000/4/5 上午 12:00:00,5,350000,陽台,2.3,8764000,1,32
214,B,商業用,新北市,三重區,4,鋼筋混凝土造,,R1,1980/7/1 上午 12:00:00,1,450000,,,14566500,1,36
215,A,住家用,新北市,三重區,4,鋼筋混凝土造,3.09,R1,1986/4/10 上午 12:00:00,3,300000,陽台,2.57,9549000,1,38
216,H,工商用,新北市,三重區,4,鋼筋混凝土造,,R1,1988/11/21 上午 12:00:00,1,306036,其他,2.52,17051400,1,14
217,A,住家用,新北市,三重區,4,鋼筋混凝土造,3.13,R2,1995/7/19 上午 12:00:00,3,310000,陽台,3.45,10068800,1,5
218,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1979/5/2 上午 12:00:00,1,380000,,,9196000,1,44
219,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1980/2/7 上午 12:00:00,5,245000,,,6002500,1,47
220,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1987/4/13 上午 12:00:00,5,310000,陽台,3.47,19218000,1,32
221,F,住商用,新北市,三重區,4,鋼筋混凝土造,16.64,R2,1992/12/4 上午 12:00:00,4,360000,陽台,7.47,18428000,1,52
222,A,住家用,新北市,三重區,4,鋼筋混凝土造,18.85,R2,1995/8/19 上午 12:00:00,14,320000,其他,3.38,12272000,1,66
223,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1989/12/27 上午 12:00:00,1,390000,其他,2.1,8607300,1,52
224,A,住家用,新北市,三重區,4,鋼筋混凝土造,13.89,R2,2002/3/26 上午 12:00:00,6,360000,陽台,3.83,14818800,1,13
225,Z,見其它登記事項,新北市,三重區,4,鋼筋混凝土造,,R1,1986/10/23 上午 12:00:00,2,230000,陽台,3.19,7279500,1,21
226,A,住家用,新北市,三重區,4,鋼筋混凝土造,4.33,R2,1997/11/22 上午 12:00:00,6,350000,陽台,1.55,6244000,1,67
227,A,住家用,新北市,三重區,4,鋼筋混凝土造,15.51,R2,2015/5/21 上午 12:00:00,20,460000,陽台,2.78,16946400,1,30
228,C,工業用,新北市,三重區,4,鋼筋混凝土造,,R1,1981/6/17 上午 12:00:00,3,270000,,,13394700,1,23
229,Z,見其它登記事項,新北市,三重區,4,鋼筋混凝土造,14.56,R2,1990/12/12 上午 12:00:00,11,270000,其他,3.3,16423000,1,59
230,A,住家用,新北市,三重區,4,鋼筋混凝土造,8.97,R2,1997/3/11 上午 12:00:00,4,340000,陽台,2.45,9575400,1,64
231,A,住家用,新北市,三重區,4,鋼筋混凝土造,4.56,R2,1988/11/24 上午 12:00:00,6,280000,,,11830000,1,70
232,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1977/11/21 上午 12:00:00,1,360000,,,7297200,1,48
233,A,住家用,新北市,三重區,4,鋼筋混凝土造,25.83,R2,2013/8/6 上午 12:00:00,14,450000,其他,4.1,21062000,1,39
234,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1976/11/9 上午 12:00:00,1,330000,,,7586700,1,42
235,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1978/7/15 上午 12:00:00,3,270000,,,7759800,1,45
236,A,住家用,新北市,三重區,4,鋼筋混凝土造,10.47,R2,1997/8/14 上午 12:00:00,5,320000,陽台,1.83,9329600,1,14
237,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1983/12/21 上午 12:00:00,2,320000,陽台,1.26,6028800,1,10
238,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1987/4/13 上午 12:00:00,4,280000,陽台,3.47,18577400,1,49
239,A,住家用,新北市,三重區,11,鋼骨鋼筋混凝土造,12.28,R2,1997/6/16 上午 12:00:00,23,410000,花台,3.8,19128400,1,51
240,A,住家用,新北市,三重區,8,加強磚造,,R1,1972/2/7 上午 12:00:00,4,260000,,,4937400,1,43
241,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1978/7/15 上午 12:00:00,3,265000,,,7616100,1,56
242,C,工業用,新北市,三重區,4,鋼筋混凝土造,,R1,1981/6/17 上午 12:00:00,3,270000,,,13394700,1,23
243,A,住家用,新北市,三重區,4,鋼筋混凝土造,14.65,R2,2004/11/4 上午 12:00:00,6,360000,陽台,4.99,12448400,1,42
244,A,住家用,新北市,三重區,4,鋼筋混凝土造,11.7,R2,1997/1/30 上午 12:00:00,2,315000,陽台,3.64,12515550,1,63
245,Z,見其它登記事項,新北市,三重區,4,鋼筋混凝土造,19.03,R5,2008/2/20 上午 12:00:00,999,290000,陽台,7.44,30929900,1,40
246,Z,見其它登記事項,新北市,三重區,4,鋼筋混凝土造,14.56,R2,1990/12/12 上午 12:00:00,B2,0,,,16423000,1,59
247,A,住家用,新北市,三重區,4,鋼筋混凝土造,2.22,R1,1989/6/7 上午 12:00:00,4,250000,陽台,2.39,6967500,1,60
248,C,工業用,新北市,三重區,4,鋼筋混凝土造,,R1,1981/6/17 上午 12:00:00,3,270000,,,13394700,1,23
249,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1980/10/16 上午 12:00:00,4,265000,,,6895300,1,57
250,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R5,1976/12/22 上午 12:00:00,999,15000,,,13297250,1,60
251,B,商業用,新北市,三重區,4,鋼筋混凝土造,5.28,R2,1997/4/28 上午 12:00:00,1,350000,,,8095500,1,32
252,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1979/2/14 上午 12:00:00,4,270000,,,6453000,1,33
253,A,住家用,新北市,三重區,4,鋼筋混凝土造,7.7,R2,1993/7/5 上午 12:00:00,5,300000,陽台,3.71,11805000,1,34
254,Z,見其它登記事項,新北市,三重區,4,鋼筋混凝土造,,R1,1983/7/13 上午 12:00:00,1,390000,其他,2.69,11271000,1,20
255,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1987/12/9 上午 12:00:00,4,255000,陽台,2.99,7127250,1,38
256,A,住家用,新北市,三重區,4,鋼筋混凝土造,26.9,R2,2007/10/9 上午 12:00:00,15,460000,陽台,9.08,23858000,1,28
257,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1987/4/13 上午 12:00:00,4,280000,陽台,3.47,18577400,1,49
258,A,住家用,新北市,三重區,4,鋼筋混凝土造,21.9,R2,2003/8/8 上午 12:00:00,14,425000,陽台,8.39,27822750,1,43
259,A,住家用,新北市,三重區,4,鋼筋混凝土造,7.86,R2,1993/7/9 上午 12:00:00,6,315000,陽台,4.16,13841100,1,17
260,Z,見其它登記事項,新北市,三重區,4,鋼筋混凝土造,16.28,R2,2009/5/5 上午 12:00:00,4,270000,陽台,2.82,12159100,1,64
261,B,商業用,新北市,三重區,4,鋼筋混凝土造,,R1,1980/10/9 上午 12:00:00,1,360000,,,12528000,1,13
262,B,商業用,新北市,三重區,8,加強磚造,,R1,1974/11/2 上午 12:00:00,1,460000,,,7350800,1,39
263,A,住家用,新北市,三重區,4,鋼筋混凝土造,15.04,R2,1995/7/8 上午 12:00:00,12,340000,其他,1.64,10703000,1,20
264,A,住家用,新北市,三重區,8,加強磚造,,R1,1971/12/23 上午 12:00:00,3,290000,,,4689300,1,65
265,Z,見其它登記事項,新北市,三重區,4,鋼筋混凝土造,12.41,R2,1990/12/12 上午 12:00:00,11,270000,其他,10.89,12326300,1,55
266,B,商業用,新北市,三重區,4,鋼筋混凝土造,,R1,1980/7/1 上午 12:00:00,1,450000,,,14566500,1,36
267,A,住家用,新北市,三重區,4,鋼筋混凝土造,3.13,R2,1995/7/19 上午 12:00:00,3,335000,其他,3.45,10880800,1,10
268,A,住家用,新北市,三重區,4,鋼筋混凝土造,28.79,R2,2008/9/1 上午 12:00:00,13,380000,其他,6.51,24387400,1,34
269,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1977/8/2 上午 12:00:00,3,280000,,,6692000,1,19
270,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1979/2/14 上午 12:00:00,4,270000,,,6453000,1,33
271,A,住家用,新北市,三重區,4,鋼筋混凝土造,10.47,R2,1997/8/14 上午 12:00:00,5,320000,陽台,1.83,9329600,1,14
272,A,住家用,新北市,三重區,4,鋼筋混凝土造,0.63,R1,1994/12/15 上午 12:00:00,4,295000,其他,2.65,8156750,1,13
273,Z,見其它登記事項,新北市,三重區,4,鋼筋混凝土造,12.41,R2,1990/12/12 上午 12:00:00,11,270000,其他,10.89,12582000,1,54
274,C,工業用,新北市,三重區,4,鋼筋混凝土造,14.57,R2,1995/1/14 上午 12:00:00,3,275000,陽台,2.88,9557250,1,65
275,B,商業用,新北市,三重區,4,鋼筋混凝土造,5.28,R2,1997/4/28 上午 12:00:00,9,350000,陽台,1.46,8095500,1,32
276,A,住家用,新北市,三重區,8,加強磚造,,R5,1973/12/21 上午 12:00:00,2,7000,,,14973060,1,47
277,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1978/11/8 上午 12:00:00,3,260000,,,7394400,1,7
278,A,住家用,新北市,三重區,4,鋼筋混凝土造,14.07,R2,2001/4/3 上午 12:00:00,10,350000,陽台,8.13,18587500,1,13
279,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1977/8/11 上午 12:00:00,2,270000,,,5634900,1,19
280,A,住家用,新北市,三重區,4,鋼筋混凝土造,7.66,R2,1998/5/2 上午 12:00:00,10,355000,陽台,3.21,13610700,1,8
281,A,住家用,新北市,三重區,4,鋼筋混凝土造,21.69,R2,2007/5/3 上午 12:00:00,9,370000,其他,3.15,15312200,1,14
282,A,住家用,新北市,三重區,4,鋼筋混凝土造,26.9,R2,2007/10/9 上午 12:00:00,15,460000,陽台,9.08,23958000,1,33
283,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1980/10/9 上午 12:00:00,5,250000,,,4992500,1,24
284,A,住家用,新北市,三重區,8,加強磚造,,R1,1971/12/23 上午 12:00:00,3,290000,,,4689300,1,62
285,A,住家用,新北市,三重區,4,鋼筋混凝土造,12.94,R2,1996/7/17 上午 12:00:00,10,360000,陽台,3.05,13539600,1,22
286,A,住家用,新北市,三重區,4,鋼筋混凝土造,9.05,R2,2009/7/6 上午 12:00:00,3,360000,其他,3.99,12096000,1,39
287,A,住家用,新北市,三重區,4,鋼筋混凝土造,28.79,R2,2008/9/1 上午 12:00:00,13,390000,陽台,6.51,24989700,1,27
288,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1977/7/18 上午 12:00:00,3,290000,,,7018000,1,10
289,B,商業用,新北市,三重區,12,鋼筋混凝土加強磚造,,B2,1972/9/10 上午 12:00:00,1,680000,,,12960800,1,16
290,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1987/4/13 上午 12:00:00,4,290000,陽台,3.47,19218000,1,32
291,A,住家用,新北市,三重區,4,鋼筋混凝土造,2.58,R1,1986/11/25 上午 12:00:00,3,280000,其他,3.33,9581600,1,69
292,C,工業用,新北市,三重區,4,鋼筋混凝土造,,R1,1981/6/17 上午 12:00:00,3,270000,,,13394700,1,23
293,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1990/3/9 上午 12:00:00,5,310000,陽台,1.49,6590600,1,57
294,A,住家用,新北市,三重區,4,鋼筋混凝土造,5.72,R2,1995/1/25 上午 12:00:00,9,355000,陽台,3.19,10948200,1,38
295,B,商業用,新北市,三重區,4,鋼筋混凝土造,9.83,R2,2007/12/5 上午 12:00:00,1,498300,陽台,1.5,10825456,1,60
296,F,住商用,新北市,三重區,4,鋼筋混凝土造,,R1,1983/12/14 上午 12:00:00,1,380000,其他,3.15,8572800,1,13
297,C,工業用,新北市,三重區,4,鋼筋混凝土造,,R1,1988/11/21 上午 12:00:00,2,260000,陽台,2.52,17051400,1,14
298,A,住家用,新北市,三重區,4,鋼筋混凝土造,7.04,R2,1997/3/17 上午 12:00:00,7,330000,陽台,3.19,10266300,1,17
299,A,住家用,新北市,三重區,4,鋼筋混凝土造,15.51,R2,2015/5/21 上午 12:00:00,20,460000,其他,2.78,16946400,1,48
300,A,住家用,新北市,三重區,4,鋼筋混凝土造,3.8,R2,1990/2/23 上午 12:00:00,3,290000,陽台,3.29,14009900,1,17
301,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1978/4/14 上午 12:00:00,2,260000,,,6999200,1,36
302,A,住家用,新北市,三重區,4,鋼筋混凝土造,13.5,R2,1998/4/28 上午 12:00:00,7,380000,陽台,2.46,15118200,1,68
303,A,住家用,新北市,三重區,8,加強磚造,,R1,1974/12/18 上午 12:00:00,4,290000,,,9024800,1,75
304,A,住家用,新北市,三重區,4,鋼筋混凝土造,11.18,R2,1998/10/15 上午 12:00:00,2,350000,陽台,2.62,12881000,1,40
305,C,工業用,新北市,三重區,4,鋼筋混凝土造,27.21,R2,1994/11/25 上午 12:00:00,13,355000,陽台,3.16,13896150,1,46
306,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1987/4/13 上午 12:00:00,5,300000,陽台,3.47,18577400,1,49
307,A,住家用,新北市,三重區,4,鋼筋混凝土造,3.64,R1,1990/4/24 上午 12:00:00,5,325000,其他,3.09,10104250,1,22
308,B,商業用,新北市,三重區,4,鋼筋混凝土造,5.28,R2,1997/4/28 上午 12:00:00,9,350000,陽台,1.46,8095500,1,32
309,A,住家用,新北市,三重區,8,加強磚造,,R5,1967/3/1 上午 12:00:00,999,25000,,,11895800,1,19
310,C,工業用,新北市,三重區,4,鋼筋混凝土造,14.57,R2,1995/1/14 上午 12:00:00,3,290000,其他,2.88,10113100,1,57
311,A,住家用,新北市,三重區,4,鋼筋混凝土造,4.69,R2,1995/3/15 上午 12:00:00,4,360000,陽台,2.62,8492400,1,28
312,A,住家用,新北市,三重區,4,鋼筋混凝土造,11.18,R2,1998/10/15 上午 12:00:00,2,350000,陽台,2.62,12881000,1,39
313,A,住家用,新北市,三重區,4,鋼筋混凝土造,12.21,R1,1994/12/1 上午 12:00:00,4,270000,陽台,3.35,10639200,1,10
314,B,商業用,新北市,三重區,4,鋼筋混凝土造,9.83,R2,2007/12/5 上午 12:00:00,1,498300,陽台,1.52,10825456,1,60
315,B,商業用,新北市,三重區,4,鋼筋混凝土造,,R1,1980/7/1 上午 12:00:00,1,450000,,,14566500,1,60
316,A,住家用,新北市,三重區,8,加強磚造,,R1,1973/7/1 上午 12:00:00,2,250000,,,4612500,1,42
317,A,住家用,新北市,三重區,4,鋼筋混凝土造,12.94,R2,1996/7/17 上午 12:00:00,10,360000,陽台,3.05,13539600,1,41
318,A,住家用,新北市,三重區,11,鋼骨鋼筋混凝土造,12.28,R2,1997/6/16 上午 12:00:00,23,410000,陽台,3.8,19128400,1,51
319,A,住家用,新北市,三重區,4,鋼筋混凝土造,36.99,R2,1997/10/13 上午 12:00:00,1,410000,陽台,2.97,19576400,1,42
320,A,住家用,新北市,三重區,4,鋼筋混凝土造,36.99,R2,1997/10/13 上午 12:00:00,1,410000,陽台,2.97,19576400,1,27
321,A,住家用,新北市,三重區,4,鋼筋混凝土造,5.73,R2,2000/4/5 上午 12:00:00,5,350000,陽台,2.3,8764000,1,32
322,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1984/8/14 上午 12:00:00,2,280000,陽台,2.99,8386000,1,63
323,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1985/11/7 上午 12:00:00,4,250000,陽台,6.98,14375000,1,15
324,B,商業用,新北市,三重區,4,鋼筋混凝土造,6.97,B2,1998/4/28 上午 12:00:00,1,810000,,,10447400,1,42
325,A,住家用,新北市,三重區,8,加強磚造,,R1,1972/2/7 上午 12:00:00,2,260000,,,4570800,1,47
326,A,住家用,新北市,三重區,4,鋼筋混凝土造,,R1,1987/4/13 上午 12:00:00,5,300000,陽台,3.47,18577400,1,49
327,A,住家用,新北市,泰山區,4,鋼筋混凝土造,14.8,R2,2003/1/22 上午 12:00:00,7,280000,陽台,2.01,10570000,1,64
328,A,住家用,新北市,泰山區,4,鋼筋混凝土造,,R5,1983/3/11 上午 12:00:00,999,16000,陽台,1.83,20716800,1,28
329,A,住家用,新北市,泰山區,4,鋼筋混凝土造,,R1,1977/6/25 上午 12:00:00,3,180000,,,2205000,1,29
330,A,住家用,新北市,泰山區,4,鋼筋混凝土造,21.02,R2,1995/11/24 上午 12:00:00,7,225000,陽台,3.15,18685500,1,50
331,A,住家用,新北市,泰山區,4,鋼筋混凝土造,,R1,1989/9/30 上午 12:00:00,5,190000,陽台,2.99,6264300,1,65
332,A,住家用,新北市,泰山區,4,鋼筋混凝土造,,R1,1980/11/27 上午 12:00:00,4,170000,,,4744700,1,62
333,A,住家用,新北市,泰山區,4,鋼筋混凝土造,12.44,R2,2004/1/30 上午 12:00:00,11,285000,陽台,2.86,8954850,1,52
334,A,住家用,新北市,泰山區,4,鋼筋混凝土造,12.25,R2,2004/10/21 上午 12:00:00,8,250000,陽台,2.67,10275000,1,69
335,A,住家用,新北市,泰山區,4,鋼筋混凝土造,21.02,R2,1995/11/24 上午 12:00:00,6,225000,陽台,3.15,18685500,1,50
336,A,住家用,新北市,泰山區,4,鋼筋混凝土造,9.93,R2,1995/11/24 上午 12:00:00,2,240000,陽台,3.94,9166000,1,70
337,A,住家用,新北市,泰山區,4,鋼筋混凝土造,,R1,1979/1/5 上午 12:00:00,1,290000,,,4964800,1,31
338,A,住家用,新北市,泰山區,4,鋼筋混凝土造,14.8,R2,2003/1/22 上午 12:00:00,7,280000,陽台,2.01,10570000,1,64
339,A,住家用,新北市,泰山區,4,鋼筋混凝土造,8.45,R2,2005/9/21 上午 12:00:00,2,290000,陽台,2.72,11408600,1,17
340,B,商業用,新北市,泰山區,4,鋼筋混凝土造,,R5,1983/3/11 上午 12:00:00,999,16000,其他,1.83,20716800,1,28
341,A,住家用,新北市,泰山區,4,鋼筋混凝土造,,R1,1986/5/22 上午 12:00:00,5,180000,陽台,4.76,6793200,1,24
342,Z,見其它登記事項,新北市,泰山區,4,鋼筋混凝土造,14.8,R2,2003/1/22 上午 12:00:00,1,280000,,,10570000,1,64
343,A,住家用,新北市,泰山區,4,鋼筋混凝土造,3.78,R2,1992/11/23 上午 12:00:00,7,230000,陽台,1.91,4740300,1,26
344,Z,見其它登記事項,新北市,泰山區,4,鋼筋混凝土造,14.8,R2,2003/1/22 上午 12:00:00,1,280000,,,10570000,1,64
345,Y,見使用執照,新北市,泰山區,4,鋼筋混凝土造,12.44,R2,2004/1/30 上午 12:00:00,1,,,,8954850,1,52
346,A,住家用,新北市,新店區,4,鋼筋混凝土造,,R1,1974/10/2 上午 12:00:00,3,385000,,,10010000,1,71
347,Z,見其它登記事項,新北市,新店區,4,鋼筋混凝土造,,R1,1981/10/15 上午 12:00:00,4,150000,陽台,4.58,4518000,1,49
348,A,住家用,新北市,新店區,4,鋼筋混凝土造,,R5,1996/12/26 上午 12:00:00,999,171000,其他,14.78,11846880,1,45
349,A,住家用,新北市,新店區,4,鋼筋混凝土造,10.63,R2,2000/2/3 上午 12:00:00,16,420000,陽台,6.11,20638800,1,26
350,A,住家用,新北市,新店區,4,鋼筋混凝土造,3.26,R2,1995/4/7 上午 12:00:00,2,270000,陽台,4.2,8102700,1,26
351,A,住家用,新北市,新店區,4,鋼筋混凝土造,,R1,1978/6/29 上午 12:00:00,1,460000,,,11771400,1,11
352,A,住家用,新北市,新店區,4,鋼筋混凝土造,,R1,1976/3/1 上午 12:00:00,2,360000,,,8319600,1,59
353,A,住家用,新北市,新店區,4,鋼筋混凝土造,2.29,R2,1995/8/9 上午 12:00:00,3,220000,其他,5.05,8302800,1,75
354,A,住家用,新北市,新店區,4,鋼筋混凝土造,4.58,R2,1995/8/9 上午 12:00:00,3,220000,其他,5.05,8302800,1,74
355,A,住家用,新北市,新店區,8,加強磚造,,R5,1981/6/26 上午 12:00:00,999,12000,,,6944760,1,58
356,A,住家用,新北市,新店區,4,鋼筋混凝土造,,R1,1984/5/3 上午 12:00:00,1,265000,陽台,3.46,7539250,1,68
357,Z,見其它登記事項,新北市,新店區,4,鋼筋混凝土造,27.9,R2,2008/1/21 上午 12:00:00,1,330000,陽台,13.12,18547800,1,44
358,A,住家用,新北市,新店區,4,鋼筋混凝土造,17.81,R2,1999/3/8 上午 12:00:00,6,320000,陽台,3.16,11452000,1,54
359,A,住家用,新北市,新店區,4,鋼筋混凝土造,,R1,1978/11/23 上午 12:00:00,1,310000,,,8075500,1,39
360,A,住家用,新北市,新店區,4,鋼筋混凝土造,,R1,1978/12/23 上午 12:00:00,2,260000,,,6773000,1,36
361,A,住家用,新北市,新店區,4,鋼筋混凝土造,13.31,R2,2002/11/21 上午 12:00:00,10,450000,陽台,7.48,16041500,1,48
362,A,住家用,新北市,新店區,4,鋼筋混凝土造,41.22,R1,1993/9/20 上午 12:00:00,1月2日,180000,其他,8.58,24786000,1,59
363,A,住家用,新北市,新店區,4,鋼筋混凝土造,,R1,1987/12/30 上午 12:00:00,4,250000,陽台,3.15,7675000,1,69
364,A,住家用,新北市,新店區,4,鋼筋混凝土造,41.22,R1,1993/9/20 上午 12:00:00,1月2日,180000,其他,8.58,24786000,1,59
365,A,住家用,新北市,新店區,4,鋼筋混凝土造,22.53,R2,2000/9/16 上午 12:00:00,5,220000,陽台,2.26,9291600,1,16
366,A,住家用,新北市,新店區,4,鋼筋混凝土造,,R5,1978/11/24 上午 12:00:00,999,20000,,,14235200,1,22
